SATELLITE_ID,OWNER_OPERATOR_ORG_CODE
11535,PVO
11536,IMBP
11536,TSSKB
11537,RVSN
11538,RVSN
11539,RVSN
11540,RVSN
11541,RVSN
11542,RVSN
11543,RVSN
11544,RVSN
11545,RVSN
11546,RVSN
11547,RVSN
11548,RVSN
11549,RVSN
11550,RVSN
11551,RVSN
11552,RVSN
11553,RVSN
11554,RVSN
11555,RVSN
11556,RVSN
11557,PVO
11558,NRO
11559,USAF
11560,USAF
11561,MSVYAZ
11562,RVSN
11563,NPOE
11564,VTS
11565,RVSN
11566,VTS
11567,RVSN
11568,RVSN
11569,RVSN
11570,RVSN
11571,RVSN
11572,NPOE
11573,RVSN
11574,RVSN
11575,RVSN
11576,RVSN
11577,RVSN
11578,RVSN
11579,RVSN
11580,RVSN
11581,RVSN
11582,RVSN
11583,PVO
11584,PVO
11585,VMF
11586,RVSN
11587,RVSN
11588,RVSN
11589,RVSN
11590,RVSN
11591,RVSN
11592,RVSN
11593,RVSN
11594,PVO
11595,PVO
11596,PVO
11597,PVO
11598,PVO
11599,PVO
11600,VS
11601,RVSN
11602,RVSN
11603,PVO
11604,NASA
11605,GMS
11605,RVSN
11606,NASA
11607,NASDA
11608,RVSN
11609,IK
11610,RVSN
11611,RVSN
11612,RVSN
11613,RVSN
11614,RVSN
11615,RVSN
11616,RVSN
11617,PVO
11618,PVO
11619,PVO
11620,PVO
11621,DOD
11621,USAF
11622,DOD
11622,USAF
11623,USAF
11624,USAF
11625,PVO
11626,PVO
11627,PVO
11628,PVO
11629,VS
11630,RVSN
11631,USAF
11632,PVO
11633,RVSN
11634,NASA
11635,AMC
11636,NASA
11637,NASA
11638,RVSN
11639,RVSN
11640,NPOE
11641,RVSN
11642,NPOE
11643,PVO
11644,PVO
11645,ESA
11646,RVSN
11647,RVSN
11648,MSVYAZ
11649,RVSN
11650,RVSN
11651,RVSN
11652,RVSN
11653,RVSN
11654,RVSN
11655,RVSN
11656,RVSN
11657,RVSN
11658,RVSN
11659,ESA
11660,RVSN
11661,RVSN
11662,RVSN
11663,RVSN
11664,RVSN
11665,RVSN
11666,RVSN
11667,VMF
11668,RVSN
11669,USN
11670,RVSN
11671,GMS
11671,YUZH
11672,RVSN
11673,RVSN
11674,RVSN
11675,RVSN
11676,RVSN
11677,RVSN
11678,RVSN
11679,RVSN
11680,VMF
11681,RVSN
11682,VS
11683,RVSN
11684,RVSN
11685,RVSN
11686,RVSN
11687,CIA
11687,NRO
11688,USAF
11689,NRO
11690,USAF
11691,RVSN
11692,RVSN
11693,RVSN
11694,RVSN
11695,RVSN
11696,RVSN
11697,RVSN
11698,RVSN
11699,RVSN
11700,PVO
11701,RVSN
11702,RVSN
11703,NASA
11704,NASA
11705,USAF
11706,ISAS
11707,ISAS
11708,RVSN
11709,RVSN
11710,RVSN
11711,RVSN
11712,RVSN
11713,RVSN
11714,RVSN
11715,NASDA
11716,NASDA
11717,RVSN
11718,NASDA
11719,NASA
11720,NRO
11720,USN
11721,USN
11722,RVSN
11723,RVSN
11724,RVSN
11725,RVSN
11726,RVSN
11727,RVSN
11728,RVSN
11729,VMF
11730,RVSN
11731,NRO
11731,USN
11732,NRO
11732,USN
11733,USN
11734,NRO
11734,USN
11735,VMF
11736,RVSN
11737,RVSN
11738,RVSN
11739,RVSN
11740,NPOE
11741,PVO
11742,RVSN
11743,NPOE
11744,RVSN
11745,NRO
11745,USN
11746,USN
11747,RVSN
11748,RVSN
11749,RVSN
11750,PVO
11751,RVSN
11752,PVO
11753,NPOE
11754,RVSN
11755,RVSN
11756,RVSN
11757,RVSN
11758,PVO
11759,RVSN
11760,RVSN
11761,RVSN
11762,RVSN
11763,RVSN
11764,RVSN
11765,PVO
11766,RVSN
11767,RVSN
11768,RVSN
11769,MOM
11769,MSVYAZ
11770,RVSN
11771,PVO
11772,PVO
11773,PVO
11774,PVO
11775,PVO
11776,PVO
11777,PVO
11778,PVO
11779,PVO
11780,PVO
11781,PVO
11782,PVO
11783,USAF
11784,NPOE
11785,RVSN
11786,RVSN
11787,RVSN
11788,VMF
11789,TSSKB
11790,RVSN
11791,USAF
11792,NASA
11793,RVSN
11794,RVSN
11795,RVSN
11796,PVO
11797,RVSN
11798,VTS
11799,RVSN
11800,RVSN
11801,RVSN
11802,RVSN
11803,VMF
11804,RVSN
11805,RVSN
11806,RVSN
11807,RVSN
11808,MVD
11809,RVSN
11810,ISAS
11811,NPOE
11812,RVSN
11813,RVSN
11814,RVSN
11815,RVSN
11816,RVSN
11817,RVSN
11818,RVSN
11819,NOAA
11820,NASA
11821,VS
11822,RVSN
11823,RVSN
11824,RVSN
11825,NPOE
11826,RVSN
11827,MVD
11828,RVSN
11829,PVO
11830,RVSN
11831,PVO
11832,NPOE
11833,RVSN
11834,RVSN
11835,RVSN
11836,RVSN
11837,RVSN
11838,RVSN
11839,RVSN
11840,RVSN
11841,MSVYAZ
11842,RVSN
11843,RVSN
11844,PVO
11845,RVSN
11846,RVSN
11847,RVSN
11848,MVD
11849,RVSN
11850,NRO
11851,USAF
11852,NRO
11852,USAF
11853,RVSN
11854,RVSN
11855,USN
11856,RVSN
11857,RVSN
11858,RVSN
11859,RVSN
11860,RVSN
11861,RVSN
11862,RVSN
11863,RVSN
11864,RVSN
11865,RVSN
11866,RVSN
11867,NPOE
11868,RVSN
11869,RVSN
11870,RVSN
11871,PVO
11872,RVSN
11873,RVSN
11874,NASA
11875,RVSN
11876,RVSN
11877,RVSN
11878,RVSN
11879,RVSN
11880,RVSN
11881,RVSN
11882,RVSN
11883,RVSN
11884,RVSN
11885,RVSN
11886,RVSN
11887,RVSN
11888,RVSN
11889,RVSN
11890,MSVYAZ
11891,RVSN
11892,RVSN
11893,NPOE
11894,MVD
11895,RVSN
11896,MOM
11896,MSVYAZ
11897,RVSN
11898,RVSN
11899,ISRO
11900,ISRO
11901,RVSN
11902,RVSN
11903,RVSN
11904,RVSN
11905,NPOE
11906,RVSN
11907,RVSN
11908,RVSN
11909,RVSN
11910,RVSN
11911,RVSN
11912,PVO
11913,PVO
11914,RVSN
11915,MVD
11916,RVSN
11917,PVO
11918,RVSN
11919,RVSN
11920,RVSN
11921,RVSN
11922,RVSN
11923,RVSN
11924,RVSN
11925,RVSN
11926,RVSN
11927,RVSN
11928,RVSN
11929,RVSN
11930,NPOE
11931,NPOE
11932,VS
11933,RVSN
11934,NPOE
11935,NPOE
11936,NPOE
11937,NPOE
11938,MVD
11939,RVSN
11940,USAF
11941,RVSN
11942,NPOE
11943,RVSN
11944,RVSN
11945,RVSN
11946,RVSN
11947,NPOE
11948,ISAS
11949,RVSN
11950,MVD
11951,RVSN
11952,USN
11953,USN
11954,RVSN
11955,NPOE
11956,NPOE
11957,NPOE
11958,NPOE
11959,RVSN
11960,PVO
11961,PVO
11962,GMS
11962,RVSN
11963,RVSN
11964,NOAA
11965,NASA
11966,NPOE
11967,NPOE
11968,VMF
11969,VMF
11970,NASA
11971,VMF
11972,NPOE
11973,NPOE
11974,NPOE
11975,NPOE
11976,RVSN
11977,NPOE
11978,RVSN
11979,NPOE
11980,RVSN
11981,RVSN
11982,VTS
11983,RVSN
11984,NASA
11985,MVD
11986,RVSN
11987,PVO
11988,PVO
11989,PVO
11990,USN
11991,USN
11992,PVO
11993,NPOE
11994,RVSN
11995,RVSN
11996,RVSN
11997,RVSN
11998,RVSN
11999,RVSN
12000,NASA
12001,RVSN
12002,RVSN
12003,RVSN
12004,RVSN
12005,RVSN
12006,RVSN
12007,RVSN
12008,RVSN
12009,RVSN
12010,PVO
12011,PVO
12012,RVSN
12013,RVSN
12014,PVO
12015,PVO
12016,VS
12017,RVSN
12018,VS
12019,RVSN
12020,RVSN
12021,RVSN
12022,RVSN
12023,RVSN
12024,RVSN
12025,RVSN
12026,VS
12027,IKI
12027,NPOL
12028,IKI
12028,NPOL
12029,RVSN
12030,RVSN
12031,RVSN
12032,PVO
12033,RVSN
12034,RVSN
12035,RVSN
12036,PVO
12037,PVO
12038,PVO
12039,TSSKB
12040,RVSN
12041,RVSN
12042,RVSN
12043,RVSN
12044,RVSN
12045,RVSN
12046,USN
12047,PVO
12048,PVO
12049,PVO
12050,RVSN
12051,RVSN
12052,PVO
12053,PVO
12054,VMF
12055,RVSN
12056,PVO
12057,PVO
12058,RVSN
12059,RVSN
12060,RVSN
12061,RVSN
12062,RVSN
12063,RVSN
12064,RVSN
12065,SBS
12066,RVSN
12067,RVSN
12068,RVSN
12069,NASA
12070,RVSN
12071,VS
12072,RVSN
12073,RVSN
12074,PVO
12075,PVO
12076,RVSN
12077,NPOE
12078,PVO
12079,RVSN
12080,RVSN
12081,RVSN
12082,RVSN
12083,RVSN
12084,RVSN
12085,RVSN
12086,RVSN
12087,VMF
12088,RVSN
12089,INTEL
12090,NPOE
12091,VMF
12092,RVSN
12093,NRO
12094,USAF
12095,RVSN
12096,RVSN
12097,RVSN
12098,PVO
12099,USAF
12100,RVSN
12101,RVSN
12102,USAF
12103,NASA
12104,NASA
12105,NASA
12106,NASA
12107,RVSN
12108,RVSN
12109,RVSN
12110,RVSN
12111,RVSN
12112,RVSN
12113,RVSN
12114,RVSN
12115,RVSN
12116,IKI
12116,NPOL
12117,RVSN
12118,RVSN
12119,RVSN
12120,MSVYAZ
12121,RVSN
12122,RVSN
12123,RVSN
12124,RVSN
12125,NASA
12126,RVSN
12127,RVSN
12128,RVSN
12129,RVSN
12130,MO
12131,RVSN
12132,MO
12133,MOM
12133,MSVYAZ
12134,RVSN
12135,RVSN
12136,RVSN
12137,RVSN
12138,PVO
12139,RVSN
12140,VTS
12141,RVSN
12142,USN
12143,MO
12144,RVSN
12145,MO
12146,MO
12147,MO
12148,MO
12149,PVO
12150,RVSN
12151,PVO
12152,NPOE
12153,RVSN
12154,VS
12155,RVSN
12156,MO
12157,RVSN
12158,RVSN
12159,RVSN
12160,PVO
12161,RVSN
12162,IK
12163,RVSN
12164,NASA
12165,NASA
12166,NASA
12167,NASA
12168,NASA
12169,NASA
12170,NASA
12171,NASA
12172,NASA
12173,NASA
12174,NASA
12175,NASA
12176,NASA
12177,NASA
12178,NASA
12179,NASA
12180,NASA
12181,NASA
12182,NASA
12183,NASA
12184,NASA
12185,NASA
12186,NASA
12187,NASA
12188,NASA
12189,NASA
12190,NASA
12191,NASA
12192,NASA
12193,NASA
12194,NASA
12195,NASA
12196,NASA
12197,NASA
12198,NASA
12199,NASA
12200,NASA
12201,NASA
12202,NASA
12203,NASA
12204,NASA
12205,NASA
12206,NASA
12207,NASA
12208,NASA
12209,NASA
12210,NASA
12211,NASA
12212,NASA
12213,NASA
12214,NASA
12215,NASA
12216,NASA
12217,NASA
12218,NASA
12219,NASA
12220,NASA
12221,NASA
12222,NASA
12223,NASA
12224,NASA
12225,NASA
12226,NASA
12227,NASA
12228,NASA
12229,NASA
12230,NASA
12231,NASA
12232,NASA
12233,NASA
12234,NASA
12235,NASA
12236,NASA
12237,NASA
12238,NASA
12239,NASA
12240,NASA
12241,NASA
12242,NASA
12243,NASA
12244,NASA
12245,NASA
12246,NASA
12247,NASA
12248,NASA
12249,NASA
12250,NASA
12251,NASA
12252,NASA
12253,NASA
12254,NASA
12255,NASA
12256,NASA
12257,NASA
12258,NASA
12259,NASA
12260,NASA
12261,NASA
12262,NASA
12263,NASA
12264,NASA
12265,NASA
12266,NASA
12267,NASA
12268,NASA
12269,NASA
12270,NASA
12271,NASA
12272,NASA
12273,NASA
12274,NASA
12275,NASA
12276,NASA
12277,NASA
12278,NASA
12279,NASA
12280,NASA
12281,NASA
12282,NASA
12283,NASA
12284,NASA
12285,NASA
12286,NASA
12287,NASA
12288,NASA
12289,NASA
12290,NASA
12291,NASA
12292,NASA
12293,NASA
12294,NASA
12295,NASDA
12296,NASDA
12297,VMF
12298,RVSN
12299,MO
12300,RVSN
12301,TSSKB
12302,RVSN
12303,PVO
12304,RVSN
12305,RVSN
12306,RVSN
12307,ISAS
12308,ISAS
12309,COM
12310,ISAS
12311,RVSN
12312,MO
12313,MO
12314,MO
12315,NRO
12316,MO
12317,MO
12318,RVSN
12319,VMF
12320,MO
12321,MO
12322,MO
12323,MO
12324,MO
12325,MO
12326,MO
12327,MO
12328,RVSN
12329,ISAS
12330,ISAS
12331,ISAS
12332,PVO
12333,PVO
12334,NPOE
12335,RVSN
12336,NASA
12337,PVO
12338,RVSN
12339,USAF
12340,USAF
12341,MO
12342,RVSN
12343,PVO
12344,PVO
12345,PVO
12346,PVO
12347,PVO
12348,PVO
12349,PVO
12350,MO
12351,MO
12352,RVSN
12353,RVSN
12354,PVO
12355,PVO
12356,PVO
12357,PVO
12358,PVO
12359,PVO
12360,PVO
12361,PVO
12362,PVO
12363,NASA
12364,VMF
12365,RVSN
12366,NPOE
12367,RVSN
12368,MOM
12368,MSVYAZ
12369,RVSN
12370,RVSN
12371,USAF
12372,NASA
12373,NASA
12374,NASA
12375,NASA
12376,PVO
12377,RVSN
12378,RVSN
12379,MO
12380,MO
12381,MO
12382,MO
12383,RVSN
12384,RVSN
12385,MO
12386,RVSN
12387,MO
12388,PVO
12389,RVSN
12390,NPOE
12391,NPOE
12392,NPOE
12393,NPOE
12394,NPOE
12395,NPOE
12396,RVSN
12397,RVSN
12398,NPOE
12399,NASA
12400,MO
12401,RVSN
12402,MO
12403,RVSN
12404,VMF
12405,NASA
12406,ISAS
12407,PVO
12408,PVO
12409,VMF
12410,MO
12411,MO
12412,PVO
12413,PVO
12414,PVO
12415,PVO
12416,PVO
12417,MO
12418,NRO
12419,KBSAL
12420,RVSN
12421,MO
12422,PVO
12423,MO
12424,RVSN
12425,MO
12426,MO
12427,NASA
12428,MO
12429,VMF
12430,MO
12431,MO
12432,MO
12433,MO
12434,VMF
12435,VMF
12436,NPOE
12437,NPOE
12438,NPOE
12439,NPOE
12440,NPOE
12441,NPOE
12442,MO
12443,RVSN
12444,NPOE
12445,NASA
12446,USAF
12447,RVSN
12448,MO
12449,MO
12450,MO
12451,MO
12452,MO
12453,PVO
12454,NPOE
12455,RVSN
12456,GMS
12456,MO
12457,RVSN
12458,USN
12459,PVO
12460,NASA
12461,MO
12462,RVSN
12463,MO
12464,VS
12465,RVSN
12466,MO
12467,RVSN
12468,MO
12469,MVD
12470,RVSN
12471,RVSN
12472,NOAA
12473,NASA
12474,INTEL
12475,NPOE
12476,NPOE
12477,NPOE
12478,NPOE
12479,NPOE
12480,PVO
12481,PVO
12482,PVO
12483,PVO
12484,PVO
12485,PVO
12486,PVO
12487,PVO
12488,NPOE
12489,NPOE
12490,PVO
12491,ISRO
12492,ISRO
12493,NPOE
12494,NASA
12495,MO
12496,RVSN
12497,NASA
12498,MO
12499,MO
12500,MO
12501,MO
12502,MO
12503,MO
12504,VMF
12505,MO
12506,MO
12507,MO
12508,RVSN
12509,PVO
12510,PVO
12511,PVO
12512,MOM
12512,MSVYAZ
12513,RVSN
12514,RVSN
12515,RVSN
12516,USN
12517,MVD
12518,RVSN
12519,RVSN
12520,MO
12521,RVSN
12522,MO
12523,MO
12524,MO
12525,MO
12526,MO
12527,NASA
12528,NASA
12529,NASA
12530,NASA
12531,NASA
12532,NASA
12533,NASA
12534,NASA
12535,NASA
12536,NASA
12537,NASA
12538,NASA
12539,NASA
12540,NASA
12541,NASA
12542,NASA
12543,PVO
12544,ESA
12545,ISRO
12546,ESA
12547,PVO
12548,RVSN
12549,RVSN
12550,VMF
12551,VMF
12552,VMF
12553,NOAA
12554,USN
12555,USN
12556,MO
12557,RVSN
12558,RVSN
12559,NASA
12560,NASA
12561,RVSN
12562,ESA
12563,RVSN
12564,MSVYAZ
12565,RVSN
12566,RVSN
12567,MO
12568,MO
12569,MO
12570,MO
12571,MO
12572,RVSN
12573,MO
12574,MO
12575,MO
12576,MO
12577,MVD
12578,RVSN
12579,MO
12580,NASA
12581,NASA
12582,USN
12583,MO
12584,RVSN
12585,MVD
12586,RVSN
12587,RVSN
12588,MO
12589,RVSN
12590,MO
12591,MO
12592,MO
12593,MO
12594,MO
12595,MO
12596,MO
12597,MO
12598,MO
12599,RVSN
12600,MO
12601,MO
12602,MO
12603,RVSN
12604,RVSN
12605,VMF
12606,VMF
12607,VMF
12608,VMF
12609,VMF
12610,VMF
12611,VMF
12612,VMF
12613,VMF
12614,MO
12615,VMF
12616,VMF
12617,RVSN
12618,MO
12619,RVSN
12620,RVSN
12621,MO
12622,MO
12623,MO
12624,NASA
12625,NASA
12626,NASA
12627,PVO
12628,NASA
12629,RVSN
12630,RVSN
12631,VMF
12632,RVSN
12633,RVSN
12634,RVSN
12635,USN
12636,MO
12637,MO
12638,MO
12639,MO
12640,MO
12641,MO
12642,MO
12643,MO
12644,RVSN
12645,IK
12646,RVSN
12647,NASA
12648,VMF
12649,VMF
12650,VMF
12651,VMF
12652,VMF
12653,VMF
12654,VMF
12655,VMF
12656,VMF
12657,VMF
12658,VMF
12659,VMF
12660,VMF
12661,VMF
12662,VMF
12663,VMF
12664,VMF
12665,VMF
12666,VMF
12667,VMF
12668,VMF
12669,VMF
12670,VMF
12671,VMF
12672,VMF
12673,VMF
12674,VMF
12675,VMF
12676,VMF
12677,NASDA
12678,NASDA
12679,NASA
12680,RVSN
12681,VMF
12682,RVSN
12683,MO
12684,MO
12685,MO
12686,MO
12687,MO
12688,RVSN
12689,VMF
12690,VMF
12691,VMF
12692,VMF
12693,VMF
12694,VMF
12695,VMF
12696,VMF
12697,VMF
12698,VMF
12699,VMF
12700,VMF
12701,VMF
12702,VMF
12703,VMF
12704,VMF
12705,VMF
12706,VMF
12707,VMF
12708,VMF
12709,VMF
12710,VMF
12711,VMF
12712,VMF
12713,VMF
12714,VMF
12715,VMF
12716,MO
12717,RVSN
12718,MO
12719,VMF
12720,VMF
12721,VMF
12722,VMF
12723,VMF
12724,VMF
12725,VMF
12726,VMF
12727,VMF
12728,VMF
12729,VMF
12730,VMF
12731,VMF
12732,VMF
12733,VMF
12734,VMF
12735,VMF
12736,VMF
12737,VMF
12738,VMF
12739,VMF
12740,VMF
12741,VMF
12742,VMF
12743,VMF
12744,VMF
12745,VMF
12746,VMF
12747,VMF
12748,VMF
12749,VMF
12750,VMF
12751,VMF
12752,VMF
12753,VMF
12754,VMF
12755,VMF
12756,VMF
12757,VMF
12758,VMF
12759,VMF
12760,VMF
12761,VMF
12762,VMF
12763,VMF
12764,VMF
12765,VMF
12766,VMF
12767,VMF
12768,VMF
12769,VMF
12770,VMF
12771,VMF
12772,VMF
12773,VMF
12774,VMF
12775,VMF
12776,TSSKB
12777,RVSN
12778,NASA
12779,VMF
12780,VMF
12781,VMF
12782,VMF
12783,VMF
12784,RVSN
12785,VS
12786,MO
12787,NASDA
12788,MVD
12789,RVSN
12790,MO
12791,MO
12792,RVSN
12793,MO
12794,MO
12795,MO
12796,MO
12797,MO
12798,NASA
12799,CIA
12799,NRO
12800,USAF
12801,MO
12802,RVSN
12803,VMF
12804,RVSN
12805,MO
12806,MO
12807,VMF
12808,VMF
12809,VMF
12810,NASDA
12811,MO
12812,MO
12813,MO
12814,PVO
12815,PVO
12816,PVO
12817,PVO
12818,MOM
12818,MSVYAZ
12819,RVSN
12820,RVSN
12821,RVSN
12822,RVSN
12823,NASA
12824,NASA
12825,NASA
12826,NASA
12827,RVSN
12828,VMF
12829,RVSN
12830,MO
12831,RVSN
12832,MO
12833,PVO
12834,PVO
12835,VMF
12836,RVSN
12837,VTS
12838,RVSN
12839,MO
12840,MO
12841,MO
12842,MAI
12843,MAI
12844,MAI
12845,MAI
12846,MAI
12847,MAI
12848,IK
12849,MO
12850,RVSN
12851,RVSN
12852,PVO
12853,RVSN
12854,RVSN
12855,SBS
12856,USN
12857,ISAS
12858,USN
12859,USN
12860,PVO
12861,PVO
12862,PVO
12863,PVO
12864,PVO
12865,PVO
12866,PVO
12867,PVO
12868,PVO
12869,PVO
12870,PVO
12871,PVO
12872,RVSN
12873,MO
12874,NASA
12875,MO
12876,MO
12877,MO
12878,MO
12879,MOM
12880,MO
12881,MO
12882,RVSN
12883,MO
12884,MAI
12885,MAI
12886,VMF
12887,JPL
12887,UCO
12888,UOS
12889,NASA
12890,MAI
12891,UCO
12892,PVO
12893,PVO
12894,PVO
12895,MVD
12896,RVSN
12897,MO
12898,RVSN
12899,RVSN
12900,MO
12901,RVSN
12902,RVSN
12903,VS
12904,RVSN
12905,MO
12906,PVO
12907,PVO
12908,NASA
12909,PVO
12910,MO
12911,MO
12912,MO
12913,RVSN
12914,VMF
12915,MOM
12915,MSVYAZ
12916,RVSN
12917,RVSN
12918,RVSN
12919,PVO
12920,RVSN
12921,MO
12922,MO
12923,MO
12924,MO
12925,MO
12926,MO
12927,IKI
12927,NPOL
12928,RVSN
12929,RVSN
12930,NRO
12931,USAF
12932,USAF
12933,PVO
12934,RVSN
12935,RVSN
12936,MO
12937,RVSN
12938,IKI
12938,NPOL
12939,RVSN
12940,RVSN
12941,RVSN
12942,PVO
12943,USN
12944,USN
12945,NASA
12946,NASA
12947,VMF
12948,VMF
12949,VMF
12950,VMF
12951,VMF
12952,VMF
12953,NASA
12954,MO
12955,RVSN
12956,MO
12957,MO
12958,MAI
12959,MO
12960,RVSN
12961,RVSN
12962,VMF
12963,VMF
12964,VMF
12965,VMF
12966,VMF
12967,AMC
12968,ISRO
12969,RVSN
12970,MO
12971,MO
12972,MO
12973,MO
12974,MO
12975,MO
12976,MO
12977,MO
12978,MO
12979,MO
12980,MO
12981,MO
12982,MO
12983,RVSN
12984,MO
12985,MO
12986,RVSN
12987,VS
12988,MO
12989,MO
12990,RVSN
12991,MO
12992,MO
12993,MO
12994,INTEL
12995,RVSN
12996,RVSN
12997,MAIO
12997,MOM
12998,MAIO
12998,MOM
12999,MAIO
12999,MOM
13000,MAIO
13000,MOM
13001,MAIO
13001,MOM
13002,MAIO
13002,MOM
13003,RVSN
13004,MO
13005,MO
13006,MO
13007,NASA
13008,MO
13009,RVSN
13010,ESA
13011,ESA
13012,MO
13013,RVSN
13014,RVSN
13015,VMF
13016,RVSN
13017,VMF
13018,VMF
13019,VMF
13020,VMF
13021,VMF
13022,VMF
13023,VMF
13024,VMF
13025,ESA
13026,VMF
13027,MO
13028,RVSN
13029,MO
13030,MO
13031,VTS
13032,RVSN
13033,VMF
13034,RVSN
13035,AMC
13036,MO
13037,RVSN
13038,MO
13039,MO
13040,NRO
13041,NRO
13042,PVO
13043,RVSN
13044,PVO
13045,MO
13046,RVSN
13047,MO
13048,MO
13049,MO
13050,MO
13051,MO
13052,MO
13053,VMF
13054,PVO
13055,PVO
13056,MSVYAZ
13057,RVSN
13058,RVSN
13059,RVSN
13060,RVSN
13061,VMF
13062,MO
13063,MO
13064,RVSN
13065,VMF
13066,RVSN
13067,VS
13068,RVSN
13069,WUTC
13070,MO
13071,RVSN
13072,RVSN
13073,VMF
13074,VMF
13075,RVSN
13076,MO
13077,MO
13078,MO
13079,MO
13080,PVO
13081,RVSN
13082,RVSN
13083,INTEL
13084,MO
13085,RVSN
13086,USAF
13087,NASA
13088,NASA
13089,USAF
13090,RVSN
13091,MO
13092,MSVYAZ
13093,RVSN
13094,RVSN
13095,RVSN
13096,MO
13097,RVSN
13098,NASA
13099,RVSN
13100,MO
13101,MO
13102,MO
13103,NRO
13104,NRO
13105,NRO
13106,NASA
13107,MOM
13107,MSVYAZ
13108,RVSN
13109,RVSN
13110,VMF
13111,RVSN
13112,RVSN
13113,GMS
13113,MO
13114,MO
13115,MO
13116,MO
13117,MO
13118,VS
13119,RVSN
13120,VS
13121,RVSN
13122,TSSKB
13123,RVSN
13124,PVO
13125,RVSN
13126,RVSN
13127,VMF
13128,RVSN
13129,ISRO
13130,NASA
13131,USAF
13132,NASDA
13133,ISAS
13134,MO
13135,RVSN
13136,NASA
13137,NASA
13138,NPOE
13139,RVSN
13140,PVO
13141,PVO
13142,PVO
13143,RVSN
13144,MO
13145,RVSN
13146,MVD
13147,RVSN
13148,MO
13149,RVSN
13150,VMF
13151,MO
13152,NRO
13153,VS
13154,RVSN
13155,MO
13156,MO
13157,MO
13158,MO
13159,MO
13160,MO
13161,MO
13162,MO
13163,MO
13164,MO
13165,MO
13166,MO
13167,MO
13168,RVSN
13169,RVSN
13170,NRO
13171,USAF
13172,NRO
13173,NPOE
13174,RVSN
13175,VMF
13176,MAIO
13176,MOM
13177,MO
13178,RVSN
13179,RVSN
13180,VMF
13181,VMF
13182,VMF
13183,VMF
13184,VMF
13185,VMF
13186,VMF
13187,VMF
13188,VMF
13189,VMF
13190,VMF
13191,VMF
13192,VMF
13193,VMF
13194,VMF
13195,VMF
13196,VMF
13197,VMF
13198,VMF
13199,VMF
13200,VMF
13201,VMF
13202,VMF
13203,VMF
13204,MAIO
13204,MOM
13205,PVO
13206,RVSN
13207,RVSN
13208,MO
13209,RVSN
13210,NPOE
13211,RVSN
13212,MO
13213,MVD
13214,RVSN
13215,RVSN
13216,MO
13217,RVSN
13218,RVSN
13219,TSSKB
13220,RVSN
13221,VMF
13222,VMF
13223,VMF
13224,VMF
13225,VMF
13226,VMF
13227,VMF
13228,VMF
13229,VMF
13230,VMF
13231,VMF
13232,VMF
13233,VMF
13234,VMF
13235,VMF
13236,VMF
13237,MO
13238,RVSN
13239,RVSN
13240,RVSN
13241,MO
13242,RVSN
13243,VMF
13244,MO
13245,RVSN
13246,PVO
13247,PVO
13248,PVO
13249,PVO
13250,PVO
13251,PVO
13252,PVO
13253,RVSN
13254,MO
13255,MO
13256,MO
13257,MO
13257,MOLN
13258,RVSN
13259,PVO
13260,RVSN
13261,PVO
13262,RVSN
13263,MVD
13264,RVSN
13265,MO
13266,RVSN
13267,MO
13268,MO
13269,WUTC
13270,NPOE
13271,VS
13272,MO
13273,RVSN
13274,NPOE
13275,NPOE
13276,MO
13277,MO
13278,MO
13279,MO
13280,MO
13280,MOLN
13281,PVO
13282,VMF
13283,MO
13284,MO
13285,RVSN
13286,RVSN
13287,NPOE
13288,MO
13289,MO
13290,MO
13291,NPOE
13292,NPOE
13293,RVSN
13294,NASA
13295,PVO
13296,RVSN
13297,RVSN
13298,RVSN
13299,NPOE
13300,NASA
13301,MOM
13302,RVSN
13303,MO
13304,RVSN
13305,MO
13306,MO
13307,MO
13308,VMF
13309,VMF
13310,VMF
13311,VMF
13312,VMF
13313,VMF
13314,VMF
13315,VMF
13316,VMF
13317,VMF
13318,VMF
13319,VMF
13320,VMF
13321,VMF
13322,VMF
13323,VMF
13324,VMF
13325,VMF
13326,VMF
13327,VMF
13328,VMF
13329,VMF
13330,VMF
13331,VMF
13332,NPOE
13333,VMF
13334,VMF
13335,VMF
13336,VMF
13337,VMF
13338,VMF
13339,VMF
13340,VMF
13341,VMF
13342,VMF
13343,VMF
13344,VMF
13345,MO
13346,RVSN
13347,VMF
13348,VMF
13349,VMF
13350,VMF
13351,VMF
13352,VMF
13353,VMF
13354,RVSN
13355,VMF
13356,VMF
13357,VMF
13358,VMF
13359,VMF
13360,USN
13361,NPOE
13362,RVSN
13363,MO
13364,USAF
13365,MVD
13366,RVSN
13367,NASA
13368,NASA
13369,VMF
13370,MO
13371,MO
13372,MO
13373,MO
13374,MO
13375,MO
13376,MO
13377,MO
13378,MO
13379,MO
13380,MO
13381,MO
13382,MO
13383,MO
13384,RVSN
13385,RVSN
13386,RVSN
13387,VMF
13388,MO
13389,MO
13390,RVSN
13391,MO
13392,RVSN
13393,VMF
13394,PVO
13395,RVSN
13396,VTS
13397,RVSN
13398,NPOE
13399,MO
13400,RVSN
13401,MO
13402,VS
13403,RVSN
13404,VMF
13405,JPL
13406,MO
13407,MO
13408,VMF
13409,NPOE
13410,NPOE
13411,VMF
13412,VMF
13413,NASA
13414,MO
13415,MO
13416,VMF
13417,NPOE
13418,NPOE
13419,PVO
13420,PVO
13421,PVO
13422,PVO
