LAUNCH_ID,PAYLOAD_ORG_CODE
12803,INPE
12804,GRI
12805,GRI
12806,CNRS
12807,GSFC
12807,INPE
12808,DOSH
12808,NAG
12809,DASA
12811,GRI
12820,SAND
12823,ADEL
12825,SAND
12826,HARP
12827,HARP
12828,HARP
12829,HARP
12830,HARP
12831,WRE
12832,HARP
12833,HARP
12834,HARP
12835,HARP
12836,HARP
12837,HARP
12838,HARP
12839,HARP
12840,HARP
12841,HARP
12842,SAND
12843,HARP
12844,HARP
12845,HARP
12846,HARP
12847,HARP
12848,HARP
12849,HARP
12850,HARP
12851,HARP
12852,HARP
12853,UNH
12854,HARP
12855,HARP
12856,HARP
12857,HARP
12858,HARP
12859,HARP
12860,HARP
12861,HARP
12862,HARP
12863,HARP
12864,GSFC
12865,HARP
12866,HARP
12867,HARP
12868,HARP
12869,HARP
12870,HARP
12871,HARP
12872,BRL
12873,BRL
12874,GSFC
12875,BRL
12876,BRL
12877,BRL
12878,BRL
12879,BRL
12880,BRL
12881,BRL
12882,BRL
12883,BRL
12884,HARP
12885,GSFC
12886,HARP
12887,HARP
12888,HARP
12889,HARP
12890,HARP
12891,HARP
12892,HARP
12893,HARP
12894,HARP
12896,HARP
12897,BRL
12899,NMSU
12900,NMSU
12901,NMSU
12902,NMSU
12903,NMSU
12904,NMSU
12905,NMSU
12907,NMSU
12908,NMSU
12909,NMSU
12910,LARC
12910,SAO
12919,USN
12920,AEC
12920,SAND
12921,AEC
12921,SAND
12929,WRE
12938,OSAKA
12939,TAO
12940,AFCRL
12943,GSFC
12944,GSFC
12945,GSFC
12947,AFCRL
12951,CNRS
12954,UMI
12955,AFCRL
12956,JHU
12959,LARC
12960,LARC
12961,AFCRL
12961,ASE
12962,AFWL
12963,AFCRL
12964,AFWL
12965,USAF
12966,USAF
12967,USAF
12968,USAF
12969,USAF
12970,USAF
12971,ISRO
12972,ISRO
12973,DASA
12974,USAF
12975,ISRO
12976,MSFC
12977,MSFC
12978,MSFC
12979,USAF
12980,USAF
12981,USAF
12982,USAF
12983,USAF
12984,USAF
12985,USAF
12986,USAF
12987,USAF
12988,USAF
12989,GSFC
12990,GSFC
12991,GSFC
12992,GSFC
12993,MSFC
12994,ISRO
12995,MSFC
12996,USAF
12997,MSFC
12998,USAF
12999,USAF
13000,USAF
13001,USAF
13002,USAF
13003,USAF
13004,USAF
13005,MSFC
13006,LARC
13007,USAF
13008,LARC
13009,MSFC
13010,ISRO
13011,MSFC
13012,MSFC
13013,JMA
13014,MSFC
13015,USAF
13016,USAF
13017,USAF
13018,USAF
13019,USAF
13020,USAF
13021,USAF
13022,USAF
13023,USAF
13024,USAF
13025,MSFC
13026,MSFC
13027,ISRO
13028,USAF
13029,MSFC
13030,US
13031,MSFC
13032,DASA
13033,USAF
13034,USAF
13035,USAF
13036,USAF
13037,USAF
13038,USAF
13039,USAF
13040,USAF
13041,MSFC
13042,MSFC
13043,ISRO
13044,MSFC
13045,AFCRL
13046,AFCRL
13047,AFCRL
13048,AFCRL
13049,AFCRL
13050,ISRO
13051,AFCRL
13052,ISRO
13053,WSMR
13054,MSFC
13055,MSFC
13056,USAF
13057,USAF
13058,USAF
13059,USAF
13060,USAF
13061,MSFC
13062,USAF
13063,USAF
13064,USAF
13065,USAF
13066,USAF
13067,USAF
13068,USAF
13069,USAF
13070,USAF
13071,USAF
13072,MSFC
13073,USAF
13074,USAF
13075,USAF
13076,USAF
13077,USAF
13078,USAF
13079,USAF
13080,USAF
13081,MSFC
13082,USAF
13083,MSFC
13084,USAF
13085,ISRO
13086,ISRO
13087,MSFC
13088,ISRO
13089,MSFC
13090,PSU
13091,SUPA
13092,SUPA
13093,SUPA
13094,USAF
13095,KSC
13096,KSC
13097,KSC
13098,KSC
13099,WFF
13100,WFF
13101,WFF
13102,WFF
13103,WFF
13104,WFF
13105,USAF
13106,WFF
13107,WFF
13108,WFF
13109,WFF
13110,WFF
13111,WFF
13112,WFF
13113,WFF
13114,WFF
13115,NOL
13115,WFF
13116,USAF
13117,NOL
13117,WFF
13118,NOL
13118,WFF
13119,NOL
13119,WFF
13120,NOL
13120,WFF
13121,NOL
13121,WFF
13122,NOL
13122,WFF
13123,NOL
13123,WFF
13124,NOL
13124,WFF
13125,NOL
13125,WFF
13126,USAF
13127,NOL
13127,WFF
13128,NOL
13128,WFF
13129,NOL
13129,WFF
13130,ESSA
13131,ESSA
13132,ESSA
13133,ESSA
13134,ESSA
13135,ESSA
13136,ESSA
13137,USAF
13138,ESSA
13139,ESSA
13140,ESSA
13141,ESSA
13142,ESSA
13143,ESSA
13144,ESSA
13145,ESSA
13146,ESSA
13147,ESSA
13148,USAF
13149,ESSA
13150,ESSA
13151,ESSA
13152,ESSA
13153,ESSA
13154,ESSA
13155,NOL
13155,WFF
13156,WFF
13157,WFF
13158,WFF
13159,USAF
13160,WFF
13161,WFF
13162,WFF
13163,WFF
13164,WFF
13165,WFF
13166,WFF
13167,WFF
13168,WFF
13169,WFF
13170,USAF
13171,SUPA
13172,SUPA
13173,NOL
13173,WFF
13174,USAF
13175,USAF
13176,USAF
13177,MSFC
13178,WSMR
13179,ESSA
13180,JMA
13181,ESSA
13182,MSFC
13183,MSFC
13184,JMA
13185,JMA
13186,ESSA
13187,GSFC
13188,ISRO
13189,MSFC
13190,PSU
13191,GSFC
13192,MSFC
13193,USAF
13194,USAF
13195,USAF
13196,USAF
13197,DASA
13198,INPE
13199,MSFC
13200,MSFC
13201,MSFC
13202,MSFC
13203,MSFC
13204,MSFC
13205,USAF
13206,USAF
13207,USAF
13208,USAF
13209,USAF
13210,USAF
13211,USAF
13213,MSFC
13214,IMDP
13215,USAF
13216,USAF
13217,MSFC
13218,USAF
13219,USAF
13220,USAF
13221,USAF
13222,USAF
13223,USAF
13224,MSFC
13225,MSFC
13226,IMDP
13227,MSFC
13228,MSFC
13229,USAF
13230,USAF
13231,USAF
13232,USAF
13233,USAF
13234,USAF
13235,USAF
13236,USAF
13237,MSFC
13238,MSFC
13239,JMA
13240,JMA
13241,JMA
13242,PSU
13243,MSFC
13244,PSU
13245,CAST
13309,UIO
13319,ILC
13319,NDRE
13320,UIO
13321,GSFC
13382,GSFC
13389,GSFC
13390,GSFC
13391,GSFC
13392,GSFC
13393,GSFC
13394,GSFC
13432,AFCRL
13432,NRL
13470,AFCRL
13470,NRL
13527,PIHM
13528,PIHM
13529,PIHM
13530,PIHM
13531,PIHM
13532,PIHM
13533,PIHM
13534,PIHM
13535,PIHM
13541,SAND
13543,GSFC
13545,LARC
13546,PIHM
13554,LARC
13555,AFCRL
13556,LARC
13557,PIHM
13558,JMA
13562,INTA
13563,LARC
13564,LRL
13565,LARC
13568,PIHM
13574,LARC
13575,CNIE
13576,USAF
13579,LARC
13580,LARC
13583,LARC
13584,BOL
13584,ROE
13588,CULH
13588,LUX
13591,LARC
13592,LARC
13593,NRCC
13594,KPNO
13603,SAND
13604,SRCI
13605,SRCI
13606,SRCI
13607,SRCI
13608,SRCI
13609,SRCI
13610,SRCI
13611,SRCI
13612,JMA
13613,SRCI
13614,SRCI
13615,SRCI
13616,SRCI
13617,SRCI
13618,SRCI
13619,SRCI
13620,SRCI
13621,SRCI
13622,SRCI
13624,SRCI
13625,SRCI
13626,SRCI
13627,SRCI
13632,ISAS
13634,USAF
13635,SRCI
13636,USAF
13637,USAF
13638,USAF
13639,NASA
13641,USAF
13642,NASA
13643,USAF
13644,SHEF
13644,UCL
13645,SRCI
13646,USAF
13647,USAF
13648,AFCRL
13649,LARC
13650,USAF
13651,UMI
13653,LARC
13654,LARC
13655,AFSWC
13657,CNES
13658,SAND
13667,ISAS
13678,ISAS
13683,WRE
13684,WRE
13685,LRS
13686,SAND
13688,IIAE
13700,GSFC
13702,RSRS
13702,UCL
13705,NMC
13712,AFCRL
13720,ISRO
13723,LARC
13726,ISAS
13727,ISAS
13729,SAND
13731,ISAS
13748,LRL
13749,KPNO
13750,AFCRL
13751,BRL
13752,SRCI
13753,SRCI
13755,SRCI
13756,SRCI
13757,AFCRL
13758,AFCRL
13759,AFCRL
13760,AFCRL
13761,AFCRL
13762,AFCRL
13763,AFCRL
13764,AFCRL
13765,AFCRL
13766,AFCRL
13767,SRCI
13768,AFCRL
13769,AFCRL
13770,AFCRL
13771,AFCRL
13772,AFCRL
13773,AFCRL
13774,AFCRL
13775,AFCRL
13776,AFCRL
13777,AFCRL
13778,SRCI
13779,AFCRL
13780,AFCRL
13781,AFCRL
13782,AFCRL
13783,AFCRL
13784,AFCRL
13785,AFCRL
13786,AFCRL
13787,AFCRL
13788,MRN
13789,SRCI
13790,MRN
13791,MRN
13792,INTA
13792,NASA
13793,INTA
13793,NASA
13794,INTA
13794,NASA
13795,INTA
13795,NASA
13796,INTA
13796,NASA
13797,INTA
13797,NASA
13798,INTA
13798,NASA
13799,INTA
13799,NASA
13800,SRCI
13801,INTA
13801,NASA
13802,PSU
13803,PSU
13804,MSFC
13805,MSFC
13807,SRCI
13808,AFCRL
13809,ISAS
13810,LRL
13816,GRI
13818,MILAN
13820,MILAN
13828,AFCRL
13830,AFCRL
13831,PSU
13833,PSU
13834,PSU
13835,PSU
13836,PSU
13839,SRCI
13840,SRCI
13841,SRCI
13842,SRCI
13843,SRCI
13844,SRCI
13845,SRCI
13846,SRCI
13847,SRCI
13848,SRCI
13849,SRCI
13850,SRCI
13851,SRCI
13852,SRCI
13853,SRCI
13854,SRCI
13855,SRCI
13856,SRCI
13857,SRCI
13858,SRCI
13859,SRCI
13860,SRCI
13861,SRCI
13862,SRCI
13863,SRCI
13864,SRCI
13865,SRCI
13866,SRCI
13867,SRCI
13868,SRCI
13869,SRCI
13870,SRCI
13871,SRCI
13872,SRCI
13873,SRCI
13874,SRCI
13875,SRCI
13876,SRCI
13877,SRCI
13878,SRCI
13879,SRCI
13880,SRCI
13881,SRCI
13882,SRCI
13883,SRCI
13884,SRCI
13885,SRCI
13886,SRCI
13887,SRCI
13888,SRCI
13889,SRCI
13890,SRCI
13891,SRCI
13902,GSFC
13903,GSFC
13904,GSFC
13905,GSFC
13906,AFCRL
13907,GSFC
13908,GSFC
13909,GSFC
13919,RICE
13920,GSFC
13921,AFCRL
13924,AFCRL
13925,JHU
13926,AFCRL
13927,NRL
13928,NRL
13929,NRL
13930,KGO
13930,UCL
13931,WRE
13932,KGO
13932,UCL
13939,SUPA
13941,SUPA
13942,UMI
13948,USN
13951,AFCRL
13952,GSFC
13954,AFCRL
13955,CNRS
13958,ISAS
13960,ASE
13960,MIT
13961,PRIN
13962,BREI
13962,RSRS
13962,UCL
13963,DASA
13965,AFCRL
13966,BREI
13966,RSRS
13966,UCL
13967,ONERA
13971,GSFC
13977,RAE
13977,WRE
13985,NOTS
13986,NAG
13986,RRL
13986,TAO
13988,GSFC
13990,WRE
13991,GSFC
13993,PRL
13994,SUPA
13994,UCL
13995,PRL
13996,CNES
13997,PRL
13999,PRL
14002,NOTS
14003,NRCC
14004,SUPA
14004,UCL
14007,NRCC
14008,AFCRL
14021,NBS
14025,CNRS
14028,UTD
14031,GSFC
14032,UCO
14034,UCO
14037,RAE
14037,WRE
14039,TOK
14043,RAE
14043,WRE
14045,SAND
14046,JHU
14048,MPE
14051,SUPA
14051,UCL
14052,NRL
14053,AFCRL
14059,AFCRL
14060,GSFC
14062,GSFC
14063,GSFC
14064,GSFC
14067,GSFC
14068,GSFC
14069,GSFC
14070,CNRS
14071,GSFC
14071,INPE
14072,LUX
14072,RAE
14072,UCL
14074,JPL
14075,SAND
14078,CNRS
14080,LUX
14080,UTR
14084,WRE
14085,UWI
14086,MPE
14086,UCL
14086,UTR
14088,MPE
14088,UCL
14088,UTR
14089,GSFC
14090,GSFC
14091,GSFC
14092,SAND
14093,CNRS
14095,SAND
14097,PRIN
14099,SAND
14101,GRI
14114,LRL
14115,MSSL
14115,SHEF
14116,CNRS
14118,UCW
14118,UKMO
14121,LERC
14123,SAND
14124,SAND
14125,UCW
14125,UKMO
14132,SAND
14133,SAND
14134,SAND
14135,SAND
14136,CNRS
14137,UIUC
14138,CNRS
14139,WRE
14140,CNRS
14141,CNRS
14143,SAND
14144,SAND
14145,MPE
14146,GSFC
14147,GSFC
14148,AFCRL
14149,MPE
14150,MPE
14150,UKMO
14156,MSSL
14156,SHEF
14157,GSFC
14158,GSFC
14159,AFCRL
14162,AFCRL
14163,AFCRL
14165,AFCRL
14166,AFCRL
14169,AFCRL
14169,DSRI
14169,GSFC
14170,CNES
14171,MPE
14171,UKMO
14172,AFCRL
14172,UUT
14173,CNIE
14187,PRL
14188,LIEGE
14192,UMI
14194,PITT
14196,LIEGE
14199,SIMED
14200,BREI
14201,GSFC
14202,GCA
14203,TOK
14204,GCA
14205,GCA
14206,GCA
14207,GCA
14209,NRL
14210,CALG
14211,WRE
14212,GSFC
14213,CALG
14215,AFCRL
14216,OSAKA
14216,RRL
14227,NRL
14228,SIMED
14230,RAE
14230,WRE
14231,LRL
14232,LRL
14233,AFCRL
14238,AFCRL
14239,AFCRL
14241,SAND
14242,SAND
14243,NMC
14244,ISAS
14245,SAND
14246,SAND
14247,SAND
14249,AFCRL
14251,AFCRL
14252,AFCRL
14253,GSFC
14254,GSFC
14255,ISRO
14256,GSFC
14257,UMI
14258,GSFC
14259,GSFC
14260,GSFC
14263,AFCRL
14265,KYO
14266,SAND
14267,TOK
14268,AFCRL
14269,CNIE
14270,GSFC
14271,GSFC
14273,NRL
14274,DUD
14277,LARC
14278,MPE
14279,GSFC
14282,MPE
14285,UNH
14286,UIUC
14288,UIUC
14290,AFCRL
14291,GSFC
14291,UMI
14292,GSFC
14292,UMI
14294,UMI
14295,NRCC
14296,UMI
14297,GSFC
14297,UMI
14298,WRE
14300,GSFC
14301,ADEL
14302,CNIE
14309,SAND
14312,UCB
14314,GSFC
14316,GSFC
14317,NRL
14318,GSFC
14319,UCB
14320,UCB
14321,GCA
14322,GCA
14325,GCA
14327,GCA
14328,GCA
14329,UMD
14330,UCB
14331,SAND
14335,PRIN
14336,LRL
14340,LRL
14341,MPE
14343,MPE
14345,WRE
14349,AFCRL
14349,UUT
14350,NMSU
14351,NMSU
14354,GSFC
14355,GSFC
14357,GSFC
14358,GSFC
14360,AN
14361,GSFC
14362,GSFC
14363,GSFC
14364,GSFC
14365,GSFC
14367,CNES
14368,NRL
14373,GSFC
14375,CNES
14378,AFCRL
14379,KPNO
14380,ASE
14383,AN
14386,AFCRL
14387,CNRS
14388,TOK
14391,TOKAI
14393,KYO
14393,TOK
14400,ARC
14402,BIR
14404,BIR
14405,GSFC
14406,ESSA
14407,AFAL
14407,OSU
14411,BIR
14412,BIR
14413,BIR
14421,AFCRL
14423,WRE
14428,CNIE
14430,ISAS
14433,AFCRL
14433,UUT
14436,PRL
14437,GSFC
14438,CNIE
14441,WRE
14443,MPE
14444,CNIE
14445,CNIE
14446,CNIE
14447,UIUC
14448,CNRS
14449,NRL
14450,SAND
14451,CNRS
14452,SAND
14453,GCA
14454,UIUC
14455,UIUC
14456,UIUC
14457,SAND
14459,AFCRL
14460,AFCRL
14460,UUT
14461,AFCRL
14461,UUT
14462,AFCRL
14462,UUT
14463,UIUC
14464,GSFC
14467,CNRS
14468,CNRS
14471,AFCRL
14472,AFSWC
14472,AFTAC
14474,AFCRL
14477,SRCI
14478,SRCI
14479,SRCI
14480,GRI
14481,SRCI
14482,SRCI
14483,RAE
14483,WRE
14484,DUD
14485,SASK
14486,SRCI
14487,SRCI
14488,SRCI
14489,SRCI
14490,SRCI
14491,GCA
14492,SRCI
14493,SRCI
14494,LIEGE
14494,UTR
14495,SRCI
14496,SRCI
14497,SRCI
14498,SRCI
14500,GSFC
14503,AN
14506,CNES
14508,AFCRL
14512,BREI
14512,MSSL
14513,GCA
14514,NRCC
14515,NRCC
14517,UMN
14518,UNH
14519,BREI
14519,MSSL
14521,UMN
14522,ISAS
14522,KYO
14523,AFCRL
14524,GCA
14528,CNET
14529,GSFC
14530,ISAS
14531,LARC
14532,TAO
14534,BONN
14535,GSFC
14538,UCB
14540,RAE
14540,WRE
14541,AFCRL
14541,UUT
14542,AFCRL
14543,NRL
14545,BAL
14546,GCA
14547,AN
14548,BAL
14557,GCA
14558,CNIE
14560,AFAL
14561,SAND
14562,SAND
14563,SAND
14564,SRCI
14565,SRCI
14566,SRCI
14567,SRCI
14569,SRCI
14570,SRCI
14571,SRCI
14572,SRCI
14573,SRCI
14574,SRCI
14575,SRCI
14576,SRCI
14577,SRCI
14578,SRCI
14580,SRCI
14581,SRCI
14582,SRCI
14583,SRCI
14584,SRCI
14585,SRCI
14586,SRCI
14589,WSMR
14590,CNRS
14591,WSMR
14592,WSMR
14593,WSMR
14594,WSMR
14595,WSMR
14596,NMSU
14607,LRS
14612,AFCRL
14613,WSMR
14615,NMSU
14634,GSFC
14636,AFCRL
14637,AFCRL
14645,UMI
14656,WRE
14663,SAND
14664,SAND
14666,NRL
14671,NRL
14672,GSFC
14673,GSFC
14674,GSFC
14675,PRIN
14676,CULH
14676,LUX
14679,UMI
14680,UMI
14681,SHEF
14681,UCL
14682,SAND
14685,LARC
14687,LARC
14689,LARC
14691,INPE
14692,USAF
14693,USAF
14694,USAF
14695,USAF
14696,USAF
14697,USAF
14699,MSFC
14700,PSU
14701,USAF
14702,USAF
14703,USAF
14704,USAF
14705,USAF
14706,USAF
14707,USAF
14708,USAF
14709,USAF
14710,USAF
14711,PSU
14712,USAF
14713,USAF
14714,USAF
14715,UKMO
14716,USAF
14717,USAF
14718,USAF
14719,USAF
14720,USAF
14721,USAF
14723,USAF
14724,UKMO
14725,USAF
14726,USAF
14727,USAF
14728,ISRO
14729,SUPA
14730,SUPA
14731,USAF
14732,USAF
14733,MSFC
14734,USAF
14735,USAF
14736,USAF
14737,USAF
14738,USAF
14739,USAF
14740,USAF
14741,USAF
14742,USAF
14743,USAF
14744,WFF
14745,USAF
14746,USAF
14747,USAF
14748,USAF
14749,USAF
14750,USAF
14751,USAF
14752,USAF
14753,USAF
14754,USAF
14755,SUPA
14756,UKMO
14757,USAF
14758,MSFC
14759,USAF
14760,USAF
14761,USAF
14762,USAF
14763,USAF
14764,USAF
14765,USAF
14766,INPE
14767,USAF
14768,USAF
14769,USAF
14770,USAF
14771,UKMO
14772,MSFC
14773,USAF
14774,USAF
14775,USAF
14776,USAF
14777,USAF
14778,USAF
14779,USAF
14780,USAF
14781,USAF
14782,USAF
14783,USAF
14784,USAF
14785,USAF
14786,UKMO
14787,USAF
14789,USAF
14790,USAF
14791,USAF
14792,USAF
14793,USAF
14794,USAF
14795,USAF
14796,USAF
14797,MSFC
14798,USAF
14799,JMA
14800,USAF
14801,USAF
14802,USAF
14803,USAF
14804,KSC
14805,MSFC
14806,USAF
14807,USAF
14808,UKMO
14809,USAF
14810,MSFC
14811,USAF
14812,USAF
14813,USAF
14814,USAF
14815,USAF
14816,USAF
14817,USAF
14818,USAF
14819,USAF
14820,USAF
14821,JMA
14822,USAF
14823,USAF
14824,USAF
14825,USAF
14826,USAF
14827,UKMO
14828,USAF
14829,INPE
14830,UKMO
14831,UKMO
14832,ISRO
14833,UKMO
14835,UKMO
14837,ISRO
14838,INPE
14839,SUPA
14840,SUPA
14841,AFCRL
14841,USU
14842,USAF
14844,USAF
14845,USAF
14846,ISRO
14847,SUPA
14848,DRTE
14850,UKMO
14852,CNIE
14853,USAF
14854,USAF
14855,USAF
14856,USAF
14857,USAF
14858,USAF
14859,USAF
14860,USAF
14861,JMA
14862,JMA
14863,INPE
14864,JMA
14866,GSFC
14867,GSFC
14868,WFF
14869,WFF
14870,WFF
14871,WFF
14873,SUPA
14874,INPE
14875,CONAE
14876,SUPA
14877,CONAE
14878,WSMR
14879,USAF
14880,USAF
14881,USAF
14882,USAF
14883,USAF
14884,USAF
14885,USAF
14886,USAF
14887,USAF
14888,USAF
14889,INPE
14890,UKMO
14893,SUPA
14894,CONAE
14895,GSFC
14896,AFCRL
14897,GSFC
14899,USAF
14900,USAF
14901,USAF
14902,USAF
14903,USAF
14904,USAF
14905,USAF
14906,USAF
14907,MSFC
14908,MSFC
14909,MSFC
14910,SUPA
14911,CONAE
14912,CONAE
14913,CONAE
14915,USAF
14916,USAF
14917,USAF
14918,USAF
14919,USAF
14921,USAF
14922,USAF
14923,USAF
14924,USAF
14925,GSFC
14926,GSFC
14927,SUPA
14928,JMA
14929,MSFC
14930,MSFC
14931,USAF
14933,USAF
14934,USAF
14935,USAF
14936,USAF
14937,USAF
14938,USAF
14939,USAF
14940,USAF
14941,USAF
14943,USAF
14944,USAF
14945,USAF
14946,USAF
14947,USAF
14948,USAF
14949,USAF
14950,USAF
14951,USAF
14952,USAF
14953,DASA
14954,USAF
14955,USAF
14956,USAF
14957,USAF
14958,CONAE
14959,CONAE
14960,ISAS
14961,CONAE
14962,UKMO
14963,USAF
14964,NASA
14965,AFCRL
14965,USU
14966,USAF
14967,USAF
14968,USAF
14969,USAF
14970,USAF
14971,USAF
14972,USAF
14973,USAF
14974,USAF
14975,GSFC
14976,SUPA
14977,JMA
14978,CONAE
14980,USAF
14981,USAF
14982,USAF
14983,USAF
14984,USAF
14985,USAF
14986,WSMR
14987,USAF
14988,USAF
14990,INPE
14991,INPE
14992,INPE
14993,INPE
14994,INPE
14995,INPE
14996,INPE
14998,INPE
14999,SUPA
15000,CONAE
15001,ONERA
15002,ONERA
15003,ONERA
15004,USAF
15005,USAF
15006,USAF
15007,USAF
15008,USAF
15009,USAF
15010,USAF
15011,USAF
15012,USAF
15013,LARC
15014,USAF
15015,LARC
15016,LARC
15017,USAF
15018,LARC
15019,USAF
15020,USAF
15021,USAF
15022,LARC
15024,CONAE
15025,CONAE
15030,WSMR
15038,PSU
15039,AFCRL
15040,AFCRL
15041,USAF
15042,AFCRL
15043,AFCRL
15044,AFCRL
15045,AFCRL
15046,AFCRL
15047,AFCRL
15048,AFCRL
15049,AFCRL
15050,AFCRL
15051,AFCRL
15052,USN
15053,AFCRL
15054,AFCRL
15055,AFCRL
15056,AFCRL
15057,AFCRL
15058,AFCRL
15059,AFCRL
15060,AFCRL
15061,AFCRL
15062,AFCRL
15063,USAF
15064,AFCRL
15065,AFCRL
15066,KSC
15067,KSC
15068,WFF
15069,WFF
15070,WFF
15071,WFF
15072,WFF
15073,WFF
15074,USAF
15075,WFF
15076,WFF
15077,WFF
15078,WFF
15079,WFF
15080,WFF
15081,WFF
15082,WFF
15083,WFF
15084,WFF
15085,USAF
15086,WFF
15087,WFF
15088,WFF
15089,WFF
15090,WFF
15091,WFF
15092,WFF
15093,WFF
15094,WFF
15095,WFF
15096,USAF
15097,WFF
15098,AFCRL
15098,KSC
15099,AFCRL
15099,KSC
15100,INTA
15101,INTA
15102,INTA
15102,NASA
15103,ASL
15104,ASL
15105,ASL
15107,ASL
15108,ASL
15109,ASL
15110,ASL
15111,ASL
15112,ASL
15113,ASL
15114,ASL
15115,ASL
15116,ASL
15117,DASA
15118,ASL
15119,ASL
15120,CONAE
15121,CONAE
15122,INPE
15123,INPE
15124,INPE
15125,INPE
15126,INPE
15127,INPE
15128,USAF
15129,INPE
15130,INPE
15131,INPE
15132,WFF
15133,WFF
15134,WFF
15135,WFF
15136,WFF
15137,WFF
15138,WFF
15139,WSMR
15140,WFF
15141,WFF
15142,WFF
15143,WFF
15144,USAF
15145,USAF
15146,USAF
15147,WSMR
15148,USAF
15150,USAF
15151,USAF
15152,USAF
15153,USAF
15154,USAF
15155,USAF
15156,USAF
15157,USAF
15158,USAF
15159,USAF
15160,USAF
15161,USAF
15162,USAF
15163,USAF
15164,USAF
15165,USAF
15166,USAF
15167,USAF
15168,USAF
15169,UKMO
15170,NASA
15171,USAF
15173,USAF
15174,USAF
15175,USAF
15176,USAF
15177,WSMR
15178,USN
15179,USAF
15180,USAF
15181,USAF
15182,USAF
15183,USAF
15184,GSFC
15185,USAF
15186,USAF
15187,USAF
15188,GSFC
15189,USAF
15190,USAF
15191,USAF
15192,UKMO
15200,NOL
15203,NOL
15204,KOBN
15204,RSRS
15204,UCL
15206,GSFC
15207,RSRS
15207,UCL
15208,GSFC
15209,RSRS
15209,UCL
15210,GSFC
15211,RSRS
15211,UCL
15212,GSFC
15213,RSRS
15213,UCL
15214,GSFC
15216,GSFC
15217,NOL
15219,NOL
15224,WSMR
15226,CONAE
15229,GSFC
15230,GSFC
15232,PSU
15236,INTA
15237,CONAE
15237,WSMR
15238,CONAE
15238,WSMR
15239,CONAE
15239,WSMR
15240,CONAE
15240,WSMR
15241,CONAE
15241,WSMR
15242,CONAE
15242,WSMR
15243,CONAE
15243,WSMR
15244,CONAE
15244,WSMR
15245,CONAE
15245,WSMR
15246,CONAE
15246,WSMR
15247,CONAE
15247,WSMR
15248,CONAE
15248,WSMR
15251,AN
15384,PIHM
15385,PIHM
15386,PIHM
15387,PIHM
15388,PIHM
15389,PIHM
15390,PIHM
15391,PIHM
15392,PIHM
15397,WFF
15400,NDRE
15401,GSFC
15403,PIHM
15407,LARC
15408,DASA
15410,UIUC
15411,GSFC
15412,UMI
15414,PIHM
15416,LARC
15418,GSFC
15420,LARC
15421,LARC
15423,BONN
15423,UTR
15425,PIHM
15426,AFCRL
15428,DASA
15432,ISRO
15433,ISRO
15434,CEA
15435,ISRO
15436,PIHM
15438,AFCRL
15442,IAFE
15444,CNES
15445,ONERA
15446,ONERA
15447,PIHM
15448,ONERA
15449,SAND
15450,SAND
15451,AFCRL
15451,SDCO
15452,AFCRL
15452,SDCO
15453,AFCRL
15453,SDCO
15454,AFCRL
15454,SDCO
15457,BERN
15458,PIHM
15459,IIAE
15463,PIHM
15464,PIHM
15465,PIHM
15466,PIHM
15467,PIHM
15468,PIHM
15469,PIHM
15470,PIHM
15471,PIHM
15472,PIHM
15473,PIHM
15474,PIHM
15475,PIHM
15476,PIHM
15477,PIHM
15478,PIHM
15479,PIHM
15480,PIHM
15481,PIHM
15482,PIHM
15483,PIHM
15484,PIHM
15485,PIHM
15486,PIHM
15487,PIHM
15489,STA
15494,AFCRL
15496,AFCRL
15500,LARC
15501,UMI
15507,ISAS
15509,CONAE
15510,CNRS
15513,PIHM
15515,AFCRL
15517,GSFC
15524,LARC
15527,PIHM
15529,LRL
15535,DUD
15538,LARC
15562,AFAPL
15562,GASL
15564,AFCRL
15567,GSFC
15571,AFCRL
15572,AFCRL
15573,AFCRL
15574,AFCRL
15575,AFCRL
15576,AFCRL
15578,AFCRL
15579,AFCRL
15580,AFCRL
15581,AFCRL
15582,AFCRL
15583,USA
15584,LRL
15585,LRL
15586,LRL
15587,LRL
15589,LRL
15590,LRL
15591,LRL
15592,LRL
15593,IIAE
15594,IIAE
15595,IIAE
15596,AFCRL
15597,AFCRL
15598,SAND
15603,IAFE
15604,AFCRL
15605,AFCRL
15606,AFCRL
15607,AFCRL
15608,AFCRL
15609,AFCRL
15610,AFCRL
15611,AFCRL
15612,AFCRL
15613,AFCRL
15614,AFCRL
15615,AFCRL
15621,ONERA
15622,ONERA
15623,SECT
15626,UMI
15627,GCA
15628,GSFC
15629,UMI
15630,GCA
15631,GSFC
15632,UMI
15633,GCA
15634,GSFC
15635,GCA
15637,UMI
15638,GSFC
15640,AN
15641,GSFC
15642,NRCC
15643,LIEGE
15643,UTR
15644,ISAS
15644,NAG
15646,RICE
15649,BREI
15649,MSSL
15650,JHU
15653,BREI
15653,MSSL
15655,CNES
15657,HCO
15659,WSMR
15661,LASL
15664,GSFC
15665,CORN
15666,GSFC
15666,NDRE
15669,AFCRL
15671,AFCRL
15672,PRL
15674,CERMA
15675,NAG
15675,TAO
15676,GSFC
15677,PRL
15678,PRL
15679,PRL
15682,CERMA
15683,PRL
15684,CULH
15684,LUX
15685,AFCRL
15686,NDRE
15686,NICP
15689,PRL
15693,NRL
15694,RICE
15696,AFCRL
