LAUNCH_ID,AGENCY_ORG_CODE
11015,USA
11016,USA
11017,MVS
11018,RVSN
11019,CNES
11020,RVSN
11021,USN
11022,MVS
11023,SAND
11024,RVSN
11025,RAE
11026,MVS
11027,MVS
11028,NASA
11029,1STRAD
11030,USN
11031,CNES
11032,CARDE
11033,NASA
11034,NASA
11035,SAC
11036,SAND
11037,NASA
11038,NMC
11039,SAC
11040,RAE
11040,WRE
11041,NASA
11042,CARDE
11043,NASA
11044,NASA
11045,NASA
11046,NASA
11047,MVS
11048,SAC
11049,NASA
11050,NASA
11051,NASA
11052,NASA
11053,RVSN
11054,1STRAD
11055,NASA
11056,NASA
11057,NASA
11058,NASA
11059,NASA
11060,USN
11061,MVS
11062,RAE
11062,WRE
11063,WRE
11064,RVSN
11065,1STRAD
11066,NASA
11067,1STRAD
11068,USAF
11069,MVS
11070,NASA
11071,SAC
11072,NASA
11073,USAF
11074,USA
11075,1STRAD
11076,USA
11077,DASA
11078,DASA
11079,DASA
11080,SAC
11081,1STRAD
11082,RAE
11082,WRE
11083,NASA
11084,RAE
11084,WRE
11085,USN
11086,MVS
11087,1STRAD
11088,RVSN
11089,1STRAD
11090,RVSN
11091,RVSN
11092,GURVO
11093,1STRAD
11094,NRCC
11095,KPNO
11096,SAC
11097,AFSC
11098,MVS
11099,RAE
11099,WRE
11100,WRE
11101,NASA
11102,AFCRL
11103,1STRAD
11104,USN
11105,SAC
11106,1STRAD
11107,AFSC
11108,USN
11109,RVSN
11110,RAE
11110,WRE
11111,RVSN
11112,RVSN
11113,SAND
11114,RVSN
11115,USAF
11116,RVSN
11117,NASA
11118,RVSN
11119,NASA
11120,USN
11121,1STRAD
11122,RAE
11122,WRE
11123,PRO
11124,USA
11125,MVS
11126,ONERA
11127,ONERA
11128,SAC
11129,RVSN
11130,NASA
11131,RVSN
11132,CNES
11133,MVS
11134,CARDE
11135,CNES
11136,CARDE
11137,NASA
11138,SAND
11139,NASA
11140,NASA
11141,NASA
11142,NASA
11143,MVS
11144,NASA
11145,RVSN
11146,MVS
11147,USN
11148,USN
11149,NOTS
11150,SAND
11151,WRE
11152,MVS
11153,MVS
11154,USAF
11155,APGC
11156,USN
11157,USN
11158,USN
11159,USN
11160,NASA
11161,ELDO
11162,RVSN
11163,NASA
11164,WRE
11165,WRE
11166,NASA
11167,SAND
11168,NASA
11169,NASA
11170,RAE
11170,WRE
11171,USAF
11172,USAF
11173,SAND
11174,USN
11175,USN
11176,USN
11177,USN
11178,AFSC
11179,RVSN
11180,AFSC
11181,MVS
11182,ESRO
11183,NASA
11184,DASA
11185,DASA
11186,DASA
11187,DASA
11188,DASA
11189,DASA
11190,USN
11191,SAND
11192,NASA
11193,SAND
11194,SAND
11195,1STRAD
11196,1STRAD
11197,ISAS
11198,NASA
11199,USAF
11200,SAND
11201,NASA
11202,NASA
11203,1STRAD
11204,SAC
11205,CNIE
11206,CNES
11207,1STRAD
11208,CNES
11209,CNES
11210,CNES
11211,CNES
11212,1STRAD
11213,CNES
11214,ISAS
11215,NASA
11216,NASA
11217,NASA
11218,NASA
11219,CNIE
11220,1STRAD
11221,1STRAD
11222,SAND
11223,NASA
11224,CNES
11225,CNES
11226,NASA
11227,NASA
11228,NASA
11229,CNIE
11230,NASA
11231,RAE
11232,USAF
11233,NASA
11234,NASA
11235,NASA
11236,NASA
11237,CNES
11238,1STRAD
11239,SAND
11240,NASA
11241,USAF
11242,USAF
11243,NASA
11244,ISAS
11245,NASA
11246,NASA
11247,NASA
11248,NASA
11249,USAF
11250,WRE
11251,NASA
11252,NASA
11253,ISAS
11254,WRE
11255,NASA
11256,NASA
11257,NASA
11258,NRL
11259,SAND
11260,USN
11261,NASA
11262,USAF
11263,NASA
11264,NASA
11265,MVS
11266,NASA
11267,NASA
11268,NASA
11269,SAND
11270,84FA3
11271,84FA3
11272,USAF
11273,84FA3
11274,84FA3
11275,MVS
11276,USAF
11277,NRL
11278,81FA1
11279,NASA
11280,NASA
11281,NASA
11282,USAF
11283,SAND
11284,USAF
11285,NASA
11286,SAND
11287,NRL
11288,NRCC
11289,81FA1
11290,USAF
11291,CNES
11292,MVS
11293,SAND
11294,SAND
11295,USA
11296,DASA
11297,DASA
11298,NASA
11299,MVS
11300,CNES
11301,SAND
11302,NASA
11303,NASA
11304,NASA
11305,SAC
11306,USN
11307,CNES
11308,SAC
11309,NASA
11310,NASA
11311,USAF
11312,NASA
11313,SAC
11314,WRE
11315,USAF
11316,1STRAD
11317,1STRAD
11318,WRE
11319,NOTS
11320,AFSC
11321,MVS
11322,MVS
11323,RVSN
11324,USN
11325,USN
11326,RAE
11326,WRE
11327,NASA
11328,NASA
11329,USN
11330,RAE
11330,WRE
11331,NASA
11332,RVSN
11333,USN
11334,AFSC
11335,1STRAD
11336,RVSN
11337,RVSN
11338,USAF
11339,MVS
11340,USN
11341,MVS
11342,RVSN
11343,SAC
11344,MVS
11345,MVS
11346,MVS
11347,RVSN
11348,CARDE
11349,CARDE
11350,USN
11351,USN
11352,HARP
11353,RVSN
11354,HARP
11355,HARP
11356,HARP
11357,HARP
11358,HARP
11359,HARP
11360,HARP
11361,HARP
11362,HARP
11363,HARP
11364,USN
11365,HARP
11366,HARP
11367,HARP
11368,HARP
11369,HARP
11370,HARP
11371,HARP
11372,HARP
11373,HARP
11374,HARP
11375,NASA
11376,HARP
11377,HARP
11378,HARP
11379,HARP
11380,HARP
11381,HARP
11382,HARP
11383,HARP
11384,HARP
11385,HARP
11386,MVS
11387,HARP
11388,HARP
11389,HARP
11390,HARP
11391,HARP
11392,HARP
11393,HARP
11394,HARP
11395,HARP
11396,HARP
11397,RAE
11397,WRE
11398,HARP
11399,HARP
11400,HARP
11401,HARP
11402,HARP
11403,HARP
11404,HARP
11405,HARP
11406,HARP
11407,HARP
11408,NASA
11409,HARP
11410,HARP
11411,HARP
11412,HARP
11413,HARP
11414,HARP
11415,HARP
11416,HARP
11417,HARP
11418,HARP
11419,NASA
11420,HARP
11421,HARP
11422,HARP
11423,HARP
11424,HARP
11425,HARP
11426,NASA
11427,NMC
11428,USN
11429,USN
11430,NASA
11431,USN
11432,USN
11433,USN
11434,USN
11435,USN
11436,USN
11437,USN
11438,USA
11439,WRE
11440,USA
11441,RVSN
11442,LRS
11443,LRS
11444,LRS
11445,USA
11446,USN
11447,USN
11448,USN
11449,USA
11450,USA
11451,USN
11452,MVS
11453,USN
11454,USN
11455,USN
11456,USN
11457,USN
11458,NMC
11459,USN
11460,USN
11461,USN
11462,RVSN
11463,CNES
11464,RVSN
11465,RVSN
11466,RVSN
11467,RVSN
11468,RVSN
11469,RVSN
11470,RVSN
11471,RVSN
11472,RVSN
11473,MVS
11474,USAF
11475,USAF
11476,CNES
11477,1STRAD
11478,AFSC
11479,CNES
11480,CNES
11481,CNES
11482,NASA
11483,MVS
11484,CNES
11485,CNES
11486,NASA
11487,NASA
11488,NASA
11489,MVS
11490,CNES
11491,USAF
11492,CNES
11493,NASA
11494,NASA
11495,USAF
11496,NASA
11497,NASA
11498,USAF
11499,USAF
11500,USAF
11501,USAF
11502,USAF
11503,USAF
11504,USAF
11505,USAF
11506,USAF
11507,USAF
11508,USAF
11509,USAF
11510,USAF
11511,USAF
11512,USAF
11513,USAF
11514,ISAS
11515,ISAS
11516,USAF
11517,USAF
11518,USAF
11519,USAF
11520,USAF
11521,USAF
11522,USAF
11523,USAF
11524,USAF
11525,NASA
11525,UCAN
11526,USAF
11527,DASA
11528,ISRO
11529,USAF
11530,NASA
11531,NASA
11532,ERDA
11533,ISRO
11534,ISRO
11535,USAF
11536,DASA
11537,DASA
11538,MNF
11539,SUPA
11540,USAF
11541,SUPA
11542,SUPA
11543,SUPA
11544,UKMO
11545,UKMO
11546,UKMO
11547,ONR
11548,ONR
11549,ONR
11550,ONR
11551,USAF
11552,ONR
11553,ERDA
11554,USAF
11555,ISAS
11556,USAF
11557,USAF
11558,USAF
11559,USAF
11560,USAF
11561,USAF
11562,USAF
11563,USAF
11564,USAF
11565,USAF
11566,USAF
11567,USAF
11568,USAF
11569,USAF
11570,USAF
11571,USAF
11572,USAF
11573,USAF
11574,NASA
11575,USAF
11576,USAF
11577,USAF
11578,USAF
11579,NASA
11580,ISRO
11581,ISRO
11582,USAF
11583,ISRO
11584,NASA
11585,NASA
11586,USAF
11587,USAF
11588,USAF
11589,USAF
11590,USAF
11591,UMI
11592,USAF
11593,UMI
11594,AWS
11595,AWS
11596,AWS
11597,NASA
11598,NASA
11599,ISRO
11600,AWS
11601,MSFC
11602,USAF
11603,USAF
11604,MSFC
11605,MSFC
11606,MSFC
11607,USAF
11608,USAF
11609,USAF
11610,UMI
11611,UMI
11612,USAF
11613,UMI
11614,USAF
11615,DASA
11616,USAF
11617,USAF
11618,USAF
11619,USAF
11620,USAF
11621,USAF
11622,USAF
11623,USAF
11624,MSFC
11625,USAF
11626,USAF
11627,USAF
11628,DASA
11629,USAF
11630,USAF
11631,USAF
11632,USAF
11633,MSFC
11634,USAF
11635,USAF
11636,USAF
11637,USAF
11638,USAF
11639,ERDL
11640,ERDL
11641,AN
11642,AN
11643,AN
11644,AN
11645,MSFC
11646,MSFC
11647,MSFC
11648,NASA
11648,UIO
11649,AN
11650,AN
11651,AN
11652,AN
11653,AN
11654,AN
11655,AN
11656,AN
11657,AN
11658,AN
11659,SUPA
11660,MSFC
11661,MSFC
11662,MSFC
11663,AN
11664,AN
11665,AN
11666,AN
11667,AN
11668,AN
11669,AN
11670,AN
11671,AN
11672,AN
11673,AN
11674,AN
11675,AN
11676,AN
11677,AN
11678,AN
11679,AN
11680,AN
11681,AN
11682,AN
11683,AN
11684,AN
11685,AN
11686,AN
11687,AN
11688,AN
11689,AN
11690,AN
11691,AN
11692,AN
11693,AN
11694,AN
11695,AN
11696,AN
11697,AN
11698,AN
11699,AN
11700,AN
11701,AN
11702,AN
11703,AN
11704,AN
11705,AN
11706,AN
11707,AN
11708,AN
11709,AN
11710,AN
11711,AN
11712,AN
11713,AN
11714,AN
11715,AN
11716,AN
11717,AN
11718,AN
11719,AN
11720,AN
11721,AN
11722,AN
11723,AN
11724,AN
11725,AN
11726,AN
11727,AN
11728,AN
11729,AN
11730,AN
11731,AN
11732,AN
11733,AN
11734,AN
11735,AN
11736,AN
11737,AN
11738,AN
11739,AN
11740,AN
11741,MSFC
11742,MSFC
11743,AN
11744,AN
11745,AN
11746,AN
11747,AN
11748,AN
11749,AN
11750,AN
11751,RVSN
11752,USAF
11753,S4300
11754,NASA
11755,AFSC
11756,RVSN
11757,NASA
11758,USAF
11759,NASA
11760,USAF
11761,RVSN
11762,RVSN
11763,USAF
11764,RVSN
11765,RVSN
11766,USAF
11767,USAF
11768,RVSN
11769,AFSC
11770,RVSN
11771,S4300
11772,RVSN
11773,USAF
11774,NASA
11775,RVSN
11776,USAF
11777,AFSC
11778,NASA
11779,RVSN
11780,RVSN
11781,AFSC
11782,NASA
11783,USAF
11784,USAF
11785,RVSN
11786,RVSN
11787,USAF
11788,S4300
11789,NASA
11790,RVSN
11791,AFSC
11792,NASA
11793,NASA
11794,RVSN
11795,USAF
11796,RVSN
11797,USAF
11798,USAF
11799,RVSN
11800,AFSC
11801,NASA
11802,RVSN
11803,RVSN
11804,RVSN
11805,USAF
11806,RVSN
11807,USAF
11808,USAF
11809,RVSN
11810,NASA
11811,RVSN
11812,AFSC
11813,NASA
11814,NASA
11815,USAF
11816,RVSN
11817,USAF
11818,NASA
11819,RVSN
11820,RVSN
11821,RVSN
11822,S4300
11823,RVSN
11824,USAF
11825,RVSN
11826,AFSC
11827,RVSN
11828,AFSC
11829,USAF
11830,RVSN
11831,USAF
11832,USAF
11833,RVSN
11834,RVSN
11835,RVSN
11836,USAF
11837,RVSN
11838,RVSN
11839,NASA
11840,AFSC
11841,RVSN
11842,RVSN
11843,NASA
11844,RVSN
11845,RVSN
11846,CNES
11847,RVSN
11848,USAF
11849,RVSN
11850,NASA
11851,AFSC
11852,USAF
11853,RVSN
11854,NASA
11855,NASA
11856,RVSN
11857,RVSN
11858,AFSC
11859,AFSC
11860,USAF
11861,RVSN
11862,RVSN
11863,PIHM
11864,PIHM
11865,PIHM
11866,PIHM
11867,ARPA
11868,NASA
11869,NMC
11870,RVSN
11871,NASA
11871,USAF
11872,NASA
11873,USAF
11874,NASA
11875,RVSN
11876,USAF
11877,USAF
11878,NASA
11878,USAF
11879,ISAS
11880,ISAS
11881,NASA
11882,RAE
11883,DASA
11884,NASA
11884,USAF
11885,DASA
11886,USAF
11887,NASA
11887,USAF
11888,NASA
11888,USAF
11889,RAE
11889,WRE
11890,RVSN
11891,RVSN
11892,USN
11893,NASA
11893,USAF
11894,NASA
11895,NASA
11896,USAF
11897,NASA
11897,USAF
11898,RVSN
11899,NASA
11899,USAF
11900,RAE
11901,ISAS
11902,ISAS
11903,ARPA
11903,US
11904,RVSN
11905,NRCC
11906,NASA
11906,USAF
11907,NASA
11908,RVSN
11909,NASA
11910,NASA
11910,USAF
11911,NASA
11912,RVSN
11913,ISAS
11914,USA
11915,NASA
11915,USAF
11916,NASA
11916,USAF
11917,NASA
11918,NASA
11919,NASA
11919,USAF
11920,NASA
11921,NASA
11921,USAF
11922,44FA2
11923,LARCN
11924,NMC
11925,USA
11926,NASA
11927,USA
11928,RVSN
11929,NASA
11929,USAF
11930,NASA
11931,RVSN
11932,NASA
11932,USAF
11933,ISAS
11934,NASA
11934,USAF
11935,RVSN
11936,NASA
11937,USA
11938,USA
11939,STA
11940,STA
11941,NASA
11942,NASA
11943,USAF
11944,SAND
11945,NASA
11946,ARPA
11946,US
11947,USA
11948,USA
11949,RVSN
11950,NASA
11951,NASA
11952,RVSN
11953,RVSN
11954,USA
11955,USA
11956,SAND
11957,HARP
11958,HARP
11959,ARPA
11960,HARP
11961,HARP
11962,USAF
11963,IIAE
11964,IIAE
11965,IIAE
11966,IIAE
11967,USAF
11968,USAF
11969,USAF
11970,USN
11971,ARPA
11972,USAF
11973,USA
11974,NASA
11975,USA
11976,USA
11977,USA
11978,USA
11979,USA
11980,USA
11981,USA
11982,USA
11983,USA
11984,WRE
11985,NASA
11985,USAF
11986,WRE
11987,USA
11988,NASA
11989,41FA4
11990,USA
11991,USA
11992,USA
11993,AFCRL
11994,AFCRL
11995,AFCRL
11996,NASA
11997,SAND
11998,SAND
11999,USAF
12000,NASA
12001,WRE
12002,USA
12003,IIAE
12004,IIAE
12005,USAF
12006,NASA
12006,USAF
12007,NASA
12007,USAF
12008,USAF
12009,NASA
12009,USAF
12010,NASA
12010,USAF
12011,MVS
12012,ARPA
12012,US
12013,NASA
12013,USAF
12014,NASA
12014,USAF
12015,USA
12016,USAF
12017,NASA
12018,NASA
12019,USAF
12020,USAF
12021,44SMW
12022,NASA
12022,NTNF
12023,NASA
12024,NASA
12024,NTNF
12025,RAE
12025,WRE
12026,NASA
12026,NTNF
12027,NASA
12027,USAF
12028,USA
12029,PIHM
12030,ESRO
12031,NASA
12032,USN
12033,NASA
12033,USAF
12034,RVSN
12035,NASA
12035,USAF
12036,USA
12037,NASA
12038,NASA
12039,ARPA
12039,US
12040,NRL
12041,NASA
12041,USAF
12042,WRE
12043,RAE
12044,NASA
12044,USAF
12045,NASA
12046,NASA
12047,NASA
12047,USAF
12048,NASA
12049,NASA
12050,RVSN
12051,NRCC
12052,USA
12053,USA
12054,NASA
12055,NASA
12055,USAF
12056,NASA
12056,USAF
12057,NASA
12057,USAF
12058,GMS
12059,PIHM
12060,NASA
12060,USAF
12061,STA
12062,RVSN
12063,NASA
12063,USAF
12064,RVSN
12065,NASA
12066,ARPA
12066,US
12067,USA
12068,USA
12069,NASA
12070,NASA
12070,USAF
12071,USN
12072,RVSN
12073,DASA
12074,NASA
12074,USAF
12075,AFSC
12076,RVSN
12077,RVSN
12078,NASA
12079,RVSN
12080,AFSC
12081,AFSC
12082,RVSN
12083,NASA
12084,USAF
12085,USAF
12086,RVSN
12087,USA
12088,USA
12089,USAF
12090,USA
12091,USA
12092,USAF
12093,NASA
12094,SAND
12095,USAF
12096,NASA
12096,USAF
12097,CNES
12098,NASA
12098,USAF
12099,USA
12100,USA
12101,USA
12102,SIMED
12103,SIMED
12104,STA
12105,STA
12106,NASA
12106,USAF
12107,STA
12108,NASA
12108,USAF
12109,ONERA
12110,NASA
12110,USAF
12111,NASA
12111,USAF
12112,NASA
12112,USAF
12113,NASA
12113,USAF
12114,NASA
12114,USAF
12115,HARP
12116,HARP
12117,HARP
12118,DMA
12119,NASA
12119,USAF
12120,DMA
12121,STA
12122,STA
12123,ONERA
12124,ONERA
12125,ONERA
12126,BRL
12127,BRL
12128,BRL
12129,BRL
12130,BRL
12131,BRL
12132,BRL
12133,BRL
12134,BRL
12135,BRL
12136,BRL
12137,BRL
12138,BRL
12139,BRL
12140,BRL
12141,BRL
12142,BRL
12143,BRL
12144,BRL
12145,BRL
12146,BRL
12147,BRL
12148,BRL
12149,BRL
12150,BRL
12151,BRL
12152,BRL
12153,BRL
12154,BRL
12155,BRL
12156,BRL
12157,BRL
12158,BRL
12159,BRL
12160,LRL
12160,USAF
12161,LRL
12161,USAF
12162,BWEHR
12163,SAND
12164,AN
12165,USA
12166,USA
12167,RVSN
12168,RVSN
12169,RVSN
12170,SAND
12171,NASA
12172,USAF
12173,USAF
12174,RVSN
12175,USAF
12176,CNES
12177,SAC
12178,USAF
12179,NASA
12180,RVSN
12181,USAF
12182,USA
12183,USA
12184,USA
12185,USA
12186,NASA
12187,USAF
12188,USAF
12189,USAF
12190,USAF
12191,RVSN
12192,1STRAD
12193,USN
12194,NASA
12194,UIO
12195,SAND
12196,SAND
12197,SAC
12198,SAND
12199,USAF
12200,RAE
12200,WRE
12201,USAF
12202,RVSN
12203,RVSN
12204,CNES
12205,SAND
12206,USN
12207,SAC
12208,USAF
12209,MVS
12210,NASA
12210,UIO
12211,SAND
12212,RVSN
12213,RVSN
12214,NASA
12215,USAF
12216,1STRAD
12217,NASA
12218,NASA
12219,NASA
12220,NASA
12221,RVSN
12222,NASA
12223,NASA
12224,RVSN
12225,NASA
12226,NASA
12227,SAND
12228,NASA
12229,NASA
12230,SAC
12231,NASA
12232,USAF
12233,USAF
12234,MVS
12235,RVSN
12236,USN
12237,USN
12238,1STRAD
12239,MVS
12240,NASA
12241,NASA
12242,NASA
12243,NRCC
12244,NASA
12245,NASA
12246,ONERA
12247,ISAS
12248,NASA
12249,NASA
12250,NASA
12251,NASA
12252,NRCC
12253,NASA
12254,NASA
12255,NASA
12256,USAF
12257,RVSN
12258,USAF
12259,ELDO
12260,RVSN
12261,USAF
12262,USAF
12263,NASA
12264,NRCC
12265,NASA
12266,NASA
12267,1STRAD
12268,RVSN
12269,RAE
12269,WRE
12270,SAC
12271,NRCC
12272,ISAS
12273,USAF
12274,MVS
12275,AFSC
12276,NASA
12277,NASA
12278,NASA
12279,RVSN
12280,ISAS
12281,NASA
12282,ISAS
12283,USAF
12284,USN
12285,NASA
12286,NASA
12287,RVSN
12288,NRL
12289,WRE
12290,RVSN
12291,USA
12292,NASA
12293,NASA
12294,ESRO
12295,NASA
12296,NASA
12297,USAF
12298,NASA
12299,NASA
12300,AFSC
12301,RVSN
12302,NASA
12303,RAE
12303,WRE
12304,NASA
12305,NASA
12306,1STRAD
12307,RVSN
12308,NASA
12309,NASA
12310,USAF
12311,1STRAD
12312,RVSN
12313,1STRAD
12314,NASA
12315,NASA
12316,NASA
12317,NASA
12318,NASA
12319,NASA
12320,NASA
12321,NASA
12322,MVS
12323,RVSN
12324,SAC
12325,RVSN
12326,NRL
12327,RAE
12328,RVSN
12329,NRCC
12330,NASA
12331,NASA
12332,MVS
12333,RVSN
12334,RVSN
12335,NASA
12336,MVS
12337,RVSN
12338,RVSN
12339,RVSN
12340,NRL
12341,NASA
12342,ISRO
12343,RAE
12343,WRE
12344,RVSN
12345,RAE
12345,WRE
12346,RAE
12346,WRE
12347,RAE
12347,WRE
12348,RAE
12348,WRE
12349,NASA
12350,RAE
12350,WRE
12351,RAE
12351,WRE
12352,1STRAD
12353,DASA
12354,41FA4
12355,RVSN
12356,NASA
12357,SAC
12358,ISRO
12359,NASA
12360,NASA
12361,RVSN
12362,AFSC
12363,RVSN
12364,1STRAD
12365,WRE
12366,RVSN
12367,WRE
12368,WRE
12369,WRE
12370,WRE
12371,WRE
12372,WRE
12373,WRE
12374,RAE
12374,WRE
12375,MVS
12376,CNES
12377,NASA
12378,RAE
12378,WRE
12379,RVSN
12380,RVSN
12381,ONERA
12382,1STRAD
12383,RVSN
12384,RVSN
12385,RAE
12385,WRE
12386,RVSN
12387,RVSN
12388,NASA
12389,ONERA
12390,SAC
12391,NASA
12392,RVSN
12393,NASA
12394,RVSN
12395,WRE
12396,RVSN
12397,RVSN
12398,SAC
12399,USAF
12400,AFSC
12401,44FA2
12402,RVSN
12403,RVSN
12404,MVS
12405,NASA
12406,USAF
12407,RVSN
12408,SAND
12409,USN
12410,SAND
12411,SAND
12412,SAND
12413,SAND
12414,ONERA
12415,DASA
12416,USA
12417,USA
12418,USN
12419,USN
12420,SAC
12421,USA
12422,USA
12423,RVSN
12424,1STRAD
12425,44FA2
12426,NASA
12427,USAF
12428,USAF
12429,NRCC
12430,ONERA
12431,KPNO
12432,AFSC
12433,HARP
12434,CNES
12435,HARP
12436,HARP
12437,DASA
12438,1STRAD
12439,WRE
12440,AFSC
12441,NASA
12442,WRE
12443,1STRAD
12444,AFSC
12445,SAND
12446,BAL
12447,NASA
12448,SAC
12449,USN
12450,USN
12451,ONERA
12452,NASA
12453,81FA1
12454,USN
12455,NASA
12456,NASA
12457,DASA
12458,BAL
12459,NASA
12460,NASA
12461,CNES
12462,USAF
12463,SAC
12464,DASA
12465,USAF
12466,1STRAD
12467,CNES
12468,CNES
12469,CNES
12470,CNES
12471,NASA
12472,NASA
12473,NASA
12474,USAF
12475,NASA
12476,NASA
12477,KPNO
12478,NASA
12479,CNES
12480,CNES
12481,CNES
12482,CNES
12483,DASA
12484,1STRAD
12485,MVS
12486,USAF
12487,USAF
12488,NASA
12488,USAF
12489,NASA
12490,HARP
12491,USA
12492,USA
12493,USA
12494,USA
12495,USA
12496,1STRAD
12497,USA
12498,USA
12499,USA
12500,USA
12501,USA
12502,USA
12503,USA
12504,USA
12505,USA
12506,USA
12507,SAND
12508,USA
12509,USA
12510,NASA
12511,SAC
12512,NASA
12513,RAE
12513,WRE
12514,AFSC
12515,1STRAD
12516,ONERA
12517,1STRAD
12518,NRL
12519,USAF
12520,WRE
12521,RVSN
12522,RAE
12522,WRE
12523,NASA
12524,USAF
12525,ISAS
12526,RVSN
12527,USAF
12528,SAC
12529,ISAS
12530,USAF
12531,NASA
12532,USAF
12533,SAND
12534,USAF
12535,ISAS
12536,RAE
12537,ISAS
12538,DASA
12539,USAF
12540,CARDE
12541,USAF
12542,WRE
12543,AFSC
12544,AFSC
12545,AFSC
12546,ISAS
12547,USAF
12548,USAF
12549,NASA
12550,NASA
12551,USN
12552,NASA
12553,NASA
12554,NASA
12555,NASA
12556,NASA
12557,NASA
12558,NASA
12559,NASA
12560,NASA
12561,NASA
12562,RVSN
12563,NASA
12564,NASA
12564,USAF
12565,ESRO
12566,USN
12567,ISAS
12568,NASA
12569,USAF
12570,RVSN
12571,SAC
12572,ISAS
12573,CARDE
12574,AFSC
12575,NASA
12576,USAF
12577,AFSC
12578,CNES
12579,1STRAD
12580,NASA
12581,1STRAD
12582,NASA
12583,SAC
12584,NRCC
12585,AFSC
12586,USAF
12587,USAF
12588,ISAS
12589,RVSN
12590,RVSN
12591,NASA
12592,CNES
12593,NASA
12594,AN
12595,NMC
12596,AN
12597,RAE
12597,WRE
12598,NASA
12599,USAF
12600,USAF
12601,NASA
12602,AFCRL
12603,NASA
12604,AN
12605,NASA
12606,SAND
12607,RVSN
12608,NASA
12609,USAF
12610,AN
12611,NASA
12612,SAC
12613,NASA
12614,NASA
12615,NASA
12616,NASA
12617,AFSC
12618,NASA
12619,RVSN
12620,USAF
12621,NASA
12622,USAF
12623,NASA
12624,NASA
12625,RAE
12626,NASA
12626,USAF
12627,NASA
12628,NRL
12629,AFSC
12630,CNIE
12631,USA
12632,FKGR12
12633,RVSN
12634,RVSN
12635,79FA2
12636,ESRO
12637,CNES
12638,AFSC
12639,RVSN
12640,USAF
12641,NASA
12642,AN
12643,ESRO
12644,ISAS
12645,USAF
12646,NASA
12647,NRL
12648,WRE
12649,NASA
12650,AFSC
12651,ISAS
12652,ONERA
12653,RVSN
12654,USAF
12655,AN
12656,NASA
12657,NASA
12658,NASA
12659,NASA
12660,NASA
12661,NASA
12661,USAF
12662,RVSN
12663,CNES
12664,USAF
12665,RAE
12665,WRE
12666,NASA
12667,AFSC
12668,NASA
12669,NASA
12670,NASA
12671,RAE
12671,WRE
12672,SAC
12673,NASA
12674,USA
12675,NASA
12676,USAF
12677,MVS
12678,CNES
12679,NRL
12680,NASA
12681,NASA
12682,NASA
12683,CNES
12684,AN
12685,NASA
12686,NASA
12687,NASA
12688,NRL
12689,NASA
12690,CNES
12691,NMC
12692,RVSN
12693,NRL
12694,USA
12695,USA
12696,DASA
12697,DASA
12698,ISAS
12699,RVSN
12700,RVSN
12701,USAF
12702,USAF
12703,USAF
12704,USAF
12705,RVSN
12706,USN
12707,USN
12708,USN
12709,USN
12710,USA
12711,USAF
12712,ISAS
12713,USAF
12714,AFSC
12715,WRE
12716,NASA
12717,USAF
12718,NASA
12719,USAF
12720,NASA
12721,USA
12722,USAF
12723,AFCRL
12724,USAF
12725,SAND
12726,RVSN
12727,USN
12728,RVSN
12729,NASA
12730,USAF
12731,SAND
12732,DASA
12733,NASA
12734,AFCRL
12735,AFCRL
12736,USAF
12737,AFCRL
12738,AFCRL
12739,USAF
12740,USAF
12741,AFCRL
12742,NASA
12743,79FA2
12744,CNES
12745,RAE
12745,WRE
12746,CNES
12747,NDRE
12748,NASA
12749,KPNO
12750,CNES
12751,SAND
12752,SAND
12753,STA
12754,79FA2
12755,USAF
12756,USAF
12757,USAF
12758,USAF
12759,USAF
12760,USAF
12761,NASA
12762,NASA
12763,CNIE
12764,CNIE
12765,ISAS
12766,RAE
12767,CNIE
12768,RVSN
12769,SAC
12770,AFSC
12771,PRO
12772,USAF
12773,RVSN
12774,RVSN
12775,NASA
12776,DASST
12777,SAC
12778,NASA
12779,USN
12780,USAF
12781,WRE
12782,RVSN
12783,ESRO
12784,USAF
12785,NRL
12786,WRE
12787,1STRAD
12788,AFCRL
12789,USAF
12790,AFCRL
12791,USAF
12792,ESRO
12793,AFCRL
12794,AFCRL
12795,ISAS
12796,RAE
12796,WRE
12797,RVSN
12798,1STRAD
12799,ESRO
12800,1STRAD
12801,AFSC
12802,NASA
12803,CNAE
12803,NASA
12804,CNES
12805,CNES
12806,CNES
12807,CNAE
12807,NASA
12808,ISAS
12809,DASA
12810,USN
12811,CNES
12812,AFSC
12813,RVSN
12814,SAC
12815,DASST
12816,RVSN
12817,RVSN
12818,RVSN
12819,RVSN
12820,SAND
12821,RVSN
12822,RVSN
12823,WRE
12824,MVS
12825,SAND
12826,HARP
12827,HARP
12828,HARP
12829,HARP
12830,HARP
12831,WRE
12832,HARP
12833,HARP
12834,HARP
12835,HARP
12836,HARP
12837,HARP
12838,HARP
12839,HARP
12840,HARP
12841,HARP
12842,SAND
12843,HARP
12844,HARP
12845,HARP
12846,HARP
12847,HARP
12848,HARP
12849,HARP
12850,HARP
12851,HARP
12852,HARP
12853,NASA
12854,HARP
12855,HARP
12856,HARP
12857,HARP
12858,HARP
12859,HARP
12860,HARP
12861,HARP
12862,HARP
12863,HARP
12864,NASA
12865,HARP
12866,HARP
12867,HARP
12868,HARP
12869,HARP
12870,HARP
12871,HARP
12872,HARP
12873,HARP
12874,NASA
