LV_ID,LV_NAME,LV_VARIANT,LV_CLASS,LV_FAMILY_CODE,LV_ALIAS,MIN_STAGE,MAX_STAGE,LENGTH,DIAMETER,LAUNCH_MASS,LEO_CAPACITY,GTO_CAPACITY,TAKEOFF_THRUST,APOGEE,RANGE
548,HJ Nike Javelin,,research rocket,HJ,,1,3,13.4,.58,2.8,0,0,365,300,
549,HJ Nike Nike,,research rocket,HJ,,1,3,10,.58,,0,0,365,170,
550,"HJ Nike Nike 20""SM",,research rocket,HJ,,1,4,12,.58,3.2,0,0,365,1380,
551,HJ Nike Nike Recruit,,endoatmospheric research test vehicle,HJ,,1,4,10,.58,1.3,0,0,365,30,
552,HJ Nike Nike Recruit T55,,endoatmospheric research test vehicle,HJ,,1,5,10.9,.58,1.3,0,0,365,30,
553,HJ Nike T40,,endoatmospheric research test vehicle,HJ,,1,3,12,.58,,0,0,365,30,
554,HJ Nike T40 T55,,endoatmospheric research test vehicle,HJ,,1,4,12,.58,,0,0,365,30,
555,HJ Nike Tri-Deacon T40,,endoatmospheric research test vehicle,HJ,,1,4,12,.58,,0,0,365,30,
556,HJ Orion,,research rocket,HJ,,1,2,12.6,.58,2,0,0,365,120,
557,HJ PRV,,research rocket,HJ,,1,4,12,.58,,0,0,365,100,
558,HOE,,missile,Minuteman,,1,2,19,1.68,35,0,0,935,200,
559,HPAG,,endoatmospheric research test vehicle,Sidewinder,,1,1,1.8,.13,0,0,0,12,10,
560,HPAG Deacon,,endoatmospheric research test vehicle,Sidewinder,,1,2,3,.13,0,0,0,12,10,
561,HPB,,research rocket,Talos,,1,2,14.4,.76,9,0,0,,400,
562,HS9,,research rocket,ASLV,,1,1,19,1,9,0,0,503,100,
563,HTV,,research rocket,AeroHTV,,1,2,3.9,.23,.1,0,0,,10,
564,HVAR,,endoatmospheric research test vehicle,HVAR,,1,1,2,.13,0,0,0,25,10,
565,HVAR FFAR,,endoatmospheric research test vehicle,HVAR,,1,2,3,.13,0,0,0,25,10,
566,HYSR,,research rocket,HYSR,,1,1,18,.61,,0,0,270,70,
567,Hades,,tactical ballistic missile,Hades,,1,1,7.5,.53,1.9,0,0,,150,300
568,Hatf I,,research rocket,Stromboli,,1,1,5.3,.56,1.1,0,0,97,116,
569,Hatf II,,research rocket,Stromboli,,1,2,8.3,.56,2.1,0,0,97,250,
570,Hera,,missile,SR19,,1,2,11.2,1.32,10.8,0,0,267,300,
571,Hermes A-1,,endoatmospheric rocket,Hermes,,1,1,7.8,.86,3,0,0,71,24,60
572,Hermes A-3A,,endoatmospheric rocket,HermesA3,,1,1,8.7,1.02,3.8,0,0,80,30,
573,Hermes A-3B,,endoatmospheric rocket,HermesA3,,1,1,10.1,1.19,5.4,0,0,100,37,100
574,Hermes II,,research rocket,V-2,,1,1,14,1.65,13,0,0,312,200,
575,High Virgo WS199C,,missile,Sergeant,,0,1,9.4,.79,3,0,0,220,250,
576,Honest John,,endoatmoshpheric test/research,HJ,,1,1,5,.58,1.5,0,0,365,10,
577,Hopi Dart,,exoatmospheric weather rocket,Hopi,,1,1,3.3,.11,0,0,0,,116,
578,Hugo,,endoatmospheric rocket,Terrier,,1,2,10,.46,1.3,0,0,,160,
579,Hwasong 5,,tactical ballistic missile,R-11,,1,1,10,.88,5,0,0,90,150,
580,Hwasong 6,,tactical ballistic missile,R-11,,1,1,10,.88,5,0,0,90,200,
581,Hwasong 9,,tactical ballistic missile,R-11,-,1,1,16,.88,5,0,0,255,150,
582,Hwasong-10,,missile,R-27,,1,1,9.7,1.5,14.2,0,0,,500,
583,Hwasong-12,,missile,Hwasong-12,,1,1,14,1.75,16,0,0,,2000,
584,Hwasong-14,,missile,Hwasong-12,,1,2,17.9,1.75,20,0,0,,3000,
585,Hwasong-15,,missile,Hwasong-15,,1,2,22,2.4,85,0,0,,3000,
586,Hwasong-7,,tactical ballistic missile,Nodong,,1,1,16,1.25,16,0,0,255,150,
587,Hybrid Test Rocket,,endoatmoshpheric test/research,HTR,,1,1,10.6,.25,.47,0,0,30,30,
588,Hydra Sandhawk,,research rocket,NOTS400,,1,2,10,.5,1.2,0,0,,280,
589,Hydra-Iris,,research rocket,Iris,,0,1,6,.31,.8,0,0,17,300,
590,Hyper X,,endoatmoshpheric test/research,Pegasus,,0,1,14.9,1.28,18.8,0,0,726,40,
591,Hyperion,,endoatmoshpheric test/research,AMROC,,1,1,5.8,.15,.1,0,0,6,36,
592,Hyunmoo-1,,endoatmospheric rocket,Hyunmoo,,1,2,11.9,1.2,4.9,0,0,775,45,
593,Hyunmoo-2A,,endoatmospheric rocket,Hyunmoo,,1,1,7,1.2,5,0,0,,80,
594,Hyunmoo-2B,,endoatmospheric rocket,Hyunmoo,,1,1,7,1.2,5,0,0,,80,
595,Hyunmoo-2C,,endoatmospheric rocket,Hyunmoo,,1,1,7,1.2,5,0,0,,80,
596,ICBM-T2,,missile,Trident,,1,3,17.6,1.68,33.1,0,0,935,1300,
597,INTA-100,,endoatmospheric weather rocket <80 km,INTA-100,,1,2,4.1,.12,.07,0,0,17,100,
598,INTA-255,,research rocket,Gosling,,0,1,6.1,.26,.3,0,0,22,150,
599,INTA-300,,research rocket,Gosling,,1,2,7.3,.26,.5,0,0,137,250,
600,INTA-300B,,research rocket,Gosling,,1,2,7.3,.26,.5,0,0,137,250,
601,IRBM-T1,,missile,Pegasus,,1,2,15,1.28,23,350,0,726,4000,
602,Icarus,,research rocket,Icarus,,1,2,4.9,.15,.05,0,0,16,60,
603,Improved Honest John,,missile,HJ,,1,1,4.1,.58,1.5,0,0,,10,
604,Improved Malemute,,research rocket,Malemute,,1,1,2.4,.41,.8,0,0,57,165,
605,Improved Orion,,research rocket,Orion,,1,1,5.6,.35,.4,0,0,7,85,
606,Iraqi Gun Projectile,,research rocket,IraqGun350,,1,1,1.5,.35,.1,0,0,,100,
607,Iris,,research rocket,Iris,,0,1,5,.31,.6,0,0,17,250,
608,Iskander,,tactical ballistic missile,Oka,,1,1,7.3,.92,3.8,0,0,,50,400
609,Iskander-E,,tactical ballistic missile,Oka,,1,1,7.3,.92,3.8,0,0,,50,200
610,Iskander-M,,tactical ballistic missile,Oka,,1,1,7.3,.92,3.8,0,0,,50,400
611,Ivanov,,endoatmospheric weather rocket <80 km,Ivanov,,0,3,4.3,.14,.1,0,0,,40,
612,J-1,,big test rocket,H2.SRB,,1,2,33.1,1.8,88.5,0,0,1550,110,
613,JCR,,big test rocket,JCR,,1,2,10.3,.51,2.3,0,0,133,200,
614,JL-1,,missile,DF-21,,1,2,10.7,1.4,14.7,0,0,,500,1800
615,JL-2,,missile,DF-31,,1,3,11,2,20,0,0,,1000,8000
616,Jabiru,,endoatmospheric research test vehicle,Raven,,1,3,11.9,.44,1.7,0,0,,24,
617,Jabiru 2,,endoatmospheric research test vehicle,Raven,,1,3,12.9,.44,2.2,0,0,,30,
618,Jabiru 3,,endoatmospheric research test vehicle,Raven,,1,2,12.7,.44,2,0,0,,30,
619,Jaguar,,research rocket,Recruit,,0,3,8.8,.38,.8,0,0,440,800,
620,Jaguar 1,,endoatmospheric research test vehicle,Raven,,1,3,11.9,.44,1.7,0,0,,24,
621,Jaguar 2,,endoatmospheric research test vehicle,Raven,,1,3,12.9,.44,2.2,0,0,,30,
622,Janus,,missile,SR19,,0,2,11.2,1.32,10.8,0,0,267,300,
623,Jason,,research rocket,HJ,,1,5,17.5,.58,3.4,0,0,365,800,
624,Javelin,,research rocket,HJ,,1,4,14.8,.58,3.4,0,0,365,1100,
625,Javelin 3,,research rocket,Javelin,,1,1,4.5,.23,.2,0,0,86,60,
626,Jericho,,tactical ballistic missile,Agate,,1,2,13.4,.8,6.5,0,0,,100,500
627,Jericho II,,missile,Jericho,,1,1,15,1.35,20,0,0,610,300,
628,Jericho III,,missile,Jericho,,1,2,15,1.35,20,0,0,610,300,
629,Jericho-1,,tactical ballistic missile,Arrow2,,1,1,9,.8,6,0,0,,100,
630,Journeyman,,research rocket,Sergeant,,0,4,18.9,.79,6.3,0,0,,3000,
631,Judi-Dart,,endoatmospheric weather rocket <80 km,Loki,,1,1,2.7,.08,0,0,0,9,65,
632,Juno,,missile,SR19,,1,2,11.2,1.32,10.8,0,0,267,300,
633,Juno II,(3),orbital launch vehicle,Jupiter,,1,3,23.4,2.67,55.3,50,0,667,1000,
634,Juno II,,orbital launch vehicle,Jupiter,,1,4,23.4,2.67,55.3,50,0,667,100000,
635,Jupiter A,,missile,Redstone,,1,1,20,1.78,28.4,0,0,357,95,
636,Jupiter C,JunoI,orbital launch vehicle,Redstone,,1,4,21.2,1.78,28.5,11,0,357,5000,
637,Jupiter C,,rocket test vehicle,Redstone,,1,3,21.2,1.78,28.5,11,0,357,1000,
638,Jupiter IRBM,,missile,Jupiter,,1,1,18.4,2.67,54.4,0,0,667,500,3000
639,K-15,,research rocket,K-15,,1,2,11,.5,4,0,0,,300,
640,K-4,,missile,K-4,,1,2,12,1.3,17,0,0,,500,3500
641,K-BATS,,missile,ATACMS,,1,1,4,.6,1.5,0,0,,50,
642,K150,,endoatmoshpheric test/research,K150,,1,1,4,.15,.1,0,0,,7,
643,K245,,endoatmoshpheric test/research,K250,,1,1,5.6,.25,.3,0,0,,10,
644,K63,,missile,R-12,,1,1,22.5,1.65,42,0,0,730,402,
645,K63D,,missile,R-12,,1,1,22.5,1.65,42,0,0,730,402,
646,K65M-R,,missile,R-14,,1,2,32.4,2.4,109,0,0,1485,500,
647,K65M-RB,,orbital launch vehicle,R-14,,1,2,32.4,2.4,109,1500,0,1485,250,
648,KN-02,,missile,Tochka,,1,1,6.4,.65,2,0,0,,20,
649,KSR-I,,endoatmoshpheric test/research,KSR,,1,1,6.7,.42,1.2,0,0,86,50,
650,KSR-II,,research rocket,KSR,,1,2,6.7,.42,2,0,0,298,130,
651,KSR-III,,research rocket,KSR-3,,1,1,13.5,1,5.6,0,0,126,100,
652,KT-1,,orbital launch vehicle,DF-21,,1,3,11,1.4,20,50,0,,1000,8000
653,KT-2,,orbital launch vehicle,DF-31,,1,3,20,1.4,30,250,0,,1000,8000
654,Kappa 1,,endoatmoshpheric test/research,Kappa,,1,1,2.7,.13,0,0,0,10,40,
655,Kappa 10,,research rocket,K420,,1,2,9.8,.42,1.8,0,0,,250,
656,Kappa 10C,,research rocket,K420,,1,2,10,.42,,0,0,,250,
657,Kappa 10S,,research rocket,K420,,1,3,10,.42,,0,0,,750,
658,Kappa 2,,endoatmoshpheric test/research,K250,,1,2,5,.22,.2,0,0,,20,
659,Kappa 3,,endoatmoshpheric test/research,K250,,1,2,5,.22,.2,0,0,,40,
660,Kappa 4,,research rocket,Kappa4,,1,2,5.9,.33,.2,0,0,105,80,
661,Kappa 5,,research rocket,Kappa4,,1,2,5.9,.33,.2,0,0,105,80,
662,Kappa 6,,endoatmoshpheric test/research,K250,,1,2,5.6,.25,.3,0,0,,60,
663,Kappa 6H,,research rocket,K250,,1,2,6.9,.25,.3,0,0,,85,
664,Kappa 7,,endoatmoshpheric test/research,K420,,1,1,6.7,.42,1.2,0,0,,50,
665,Kappa 8,,research rocket,K420,,1,2,10.9,.42,1.5,0,0,,200,
666,Kappa 8L,,research rocket,K250,,1,2,7.3,.25,.3,0,0,,200,
667,Kappa 9L,,research rocket,K420,,1,3,12.5,.42,1.6,0,0,,350,
668,Kappa 9M,,research rocket,K420,,1,2,11.1,.42,1.5,0,0,,350,
669,Kavoshgar K110,,research rocket,Zelzal,,1,1,10,.61,.9,0,0,,50,
670,Kavoshgar M5,,research rocket,Kavoshgar,,1,1,6,.36,.9,0,0,,150,
671,Khorramshahr,,missile,R-27,,1,1,9.7,1.5,14.2,0,0,,500,
672,Kisha Judi,,research rocket,Deacon,,1,2,4.2,.16,.1,0,0,21,146,
673,Kiva/Hopi,,research rocket,Kiva,,1,2,5.5,.17,.1,0,0,27,365,
674,Kontakt,,research rocket,Kontakt,,1,3,10,.74,4.5,0,0,,500,
675,Kookaburra,,endoatmoshpheric test/research,Lupus,,1,2,3.5,.13,.05,0,0,9,75,
676,Kookaburra 2,,endoatmoshpheric test/research,Lupus,,1,2,3.5,.13,.05,0,0,9,75,
677,Kookaburra 3,,endoatmoshpheric test/research,Lupus,,1,2,3.5,.13,.05,0,0,9,75,
678,Kosmos 11K63,,orbital launch vehicle,R-12,,1,2,31.5,1.65,48.1,500,0,730,2000,
679,Kosmos 11K65,,orbital launch vehicle,R-14,,1,2,32.4,2.4,109,1500,0,1485,1500,
680,Kosmos 11K65M,,orbital launch vehicle,R-14,,1,2,32.4,2.4,109,1500,0,1485,2000,
681,Kosmos 63S1,,orbital launch vehicle,R-12,,1,2,31.5,1.65,48.1,500,0,730,2000,
682,Kosmos 65S3,,orbital launch vehicle,R-14,,1,2,32.4,2.4,109,1500,0,1480,1500,
683,Kuaizhou,,orbital launch vehicle,DF-21,,1,4,20,1.4,30,250,0,,1000,8000
684,Kuryer,,missile,Kuryer,,1,3,11.2,1.36,15,0,0,,1000,1000
685,Kwangmyongsong,,orbital launch vehicle,Unha,Unha-3,1,3,30,2.4,85,50,0,1000,2000,
686,LCLV,,research rocket,Talos,,1,3,16.5,.76,6.9,0,0,,400,
687,LDSD,,endoatmospheric rocket,Star48,,0,1,2,1.22,3,0,0,,60,
688,LLV-1,,orbital launch vehicle,MX,Athena-1,1,3,18.9,2.3,66.3,820,0,1450,1000,
689,LM AS,,deep space launch vehicle,LMAS,,1,1,2.5,3.76,4.9,2000,0,,100,
690,LMLV-1,,orbital launch vehicle,MX,Athena-1,1,3,18.9,2.3,66.3,820,0,1450,1000,
691,LRALT,,missile,SR19,,0,2,15.5,1.32,15,0,0,267,300,
692,LS-A,,research rocket,LS-C,,1,2,7.5,.35,.8,0,0,60,150,
693,LS-C,7,research rocket,LS-C,,1,2,10.3,.6,2.3,0,0,,100,
694,LS-C,,research rocket,LS-C,,1,2,10.3,.6,2.3,0,0,,100,
695,LV-2,,missile,Trident,,1,2,10.4,1.88,30,,,,,
696,Lambda 2,,research rocket,Lambda,,0,2,15.5,.74,6.3,0,0,970,500,
697,Lambda 3,,research rocket,Lambda,,0,3,17.4,.74,7,0,0,970,1000,
698,Lambda 3H,,research rocket,Lambda,,0,3,16.5,.74,8.2,0,0,970,2000,
699,Lambda 4S,,orbital launch vehicle,Lambda,,0,4,16.5,.74,9.4,26,0,970,5000,
700,Lambda 4SC,,big test rocket,Lambda,,0,4,16.5,.74,9.4,0,0,970,2000,
701,Lambda 4T,,big test rocket,Lambda,,0,4,16.5,.74,9.4,0,0,970,2000,
702,Lance,,missile,Lance,,1,1,6.2,.56,,0,0,,46,
703,Lark,,cruise missile,Lark,,1,1,5.6,.46,.9,0,0,,8,
704,Layner,,missile,R-29,,1,3,14.8,1.9,40.3,0,0,682,1000,8300
705,Leopard,,endoatmospheric research test vehicle,Raven,,1,2,6,.44,1.5,0,0,,20,
706,Lex,,research rocket,Lex,,1,1,3.4,.16,.08,0,0,10,130,
707,Little Joe 1,2C,endoatmoshpheric test/research,LJ1,,0,1,15.2,2.03,12.7,0,0,650,60,
708,Little Joe 1,2P,endoatmoshpheric test/research,LJ1,,0,1,15.2,2.03,12.7,0,0,650,60,
709,Little Joe 1,4C,big test rocket,LJ1,,0,1,15.2,2.03,12.7,0,0,1044,90,
710,Little Joe 1,4P,endoatmoshpheric test/research,LJ1,,0,1,15.2,2.03,12.7,0,0,650,60,
711,Little Joe II,0-3-3,endoatmoshpheric test/research,LJ2,,1,1,26.2,3.96,80.3,0,0,3276,35,
712,Little Joe II,4-2-0,endoatmoshpheric test/research,LJ2,,0,1,26.2,3.96,42.7,0,0,1716,10,
713,Little Joe II,5-2-2,endoatmoshpheric test/research,LJ2,,0,1,26.2,3.96,63.3,0,0,2964,25,
714,Little Joe II,6-1-0,endoatmoshpheric test/research,LJ2,,0,1,26.2,3.96,26.2,0,0,1482,10,
715,Loki,,endoatmospheric weather rocket <80 km,Loki,,1,1,2.6,.08,0,0,0,,75,
716,Loki Dart,,endoatmospheric weather rocket <80 km,Loki,,1,1,2.6,.08,0,0,0,,75,
717,Loki Dart PWN-8B,,endoatmospheric weather rocket <80 km,Loki,,1,1,2.6,.08,0,0,0,,75,
718,Loki Rockoon,,research rocket,Loki,,0,1,2.4,.08,0,0,0,10,100,
719,Long Tom,1,research rocket,LongTom,,1,2,8.3,.47,.9,0,0,190,120,
720,Long Tom,,research rocket,LongTom,,1,2,8.3,.47,.9,0,0,190,120,
721,Lorikeet,,research rocket,Demon,,1,2,5,.18,.1,0,0,,100,
722,Lorikeet Mk 2,,research rocket,Demon,,1,2,5,.18,.1,0,0,,100,
723,Luna-M,,missile,Luna,,1,1,9.4,.54,2.5,0,0,,70,
724,Lynx,,endoatmospheric rocket,Standard,,1,1,5,.35,1.3,0,0,,30,
725,M-100,,exoatmospheric weather rocket,M-100,,1,2,8.3,.25,.5,0,0,,90,
726,M-100 (A-1),,exoatmospheric weather rocket,M-100,,1,2,8.3,.25,.5,0,0,,90,
727,M-100A,,exoatmospheric weather rocket,M-100,,1,2,8.3,.25,.5,0,0,,90,
728,M-100B,,exoatmospheric weather rocket,M-100,,1,2,8.3,.25,.5,0,0,,90,
729,M-600,,missile,Zelzal,,1,1,9,.61,1,0,0,,60,241
730,M-V,1,orbital launch vehicle,MV,,1,3,30.7,2.5,139,1800,0,3786,1000,
731,M-V,,orbital launch vehicle,MV,,1,3,30.7,2.5,139,1800,0,3786,1000,
732,M56A1,,research rocket,Aries,,1,1,9.2,1.16,6.3,0,0,200,500,
733,MCR-3/RH-125,,endoatmospheric weather rocket <80 km,RH-125,,0,1,3.5,.12,.1,0,0,8,30,
734,MD-01,,endoatmospheric weather rocket <80 km,Meteo,,1,1,3.4,.15,.06,0,0,,20,
735,MD-620,2,tactical ballistic missile,Agate,,1,2,13.4,.8,6.5,0,0,,100,500
736,MD-620,,tactical ballistic missile,Agate,,1,1,13.4,.8,6.5,0,0,,100,500
737,MERA,,exoatmospheric weather rocket,Mera,,1,2,3.2,.15,.1,0,0,,85,
738,MMR-06,,endoatmospheric weather rocket <80 km,MMR-06,,1,1,3.5,.2,.1,0,0,8,60,
739,MN-300,,research rocket,MR-12,MR-30,1,1,8,.45,1.6,0,0,100,300,
740,MR-12,,research rocket,MR-12,,1,1,8.8,.45,1.4,0,0,100,150,
741,MR-20,,research rocket,MR-12,,1,1,9,.45,1.6,0,0,100,240,
742,MR-25,,research rocket,MR-12,,1,1,9,.45,1.6,0,0,100,240,
743,MR-30,,research rocket,MR-12,,1,1,8,.45,1.6,0,0,100,300,
744,MR-UR-100,,missile,MR-UR-100,,1,3,20.9,2.25,71,0,0,1236,1000,10000
745,MR-UR-100U 15A16,,missile,MR-UR-100,,1,3,21.6,2.25,71.1,0,0,1236,1000,10000
746,MRBM Target,,missile,SR19,,1,2,15.5,1.32,15,0,0,267,300,
747,MRBM-T3,,missile,SR19,,1,2,15,1.32,15,0,0,267,300,
748,MRT,,research rocket,Castor4,,1,1,14,1.02,13,0,0,500,500,
749,MSBS M011,,endoatmoshpheric test/research,P-10,,1,2,10,1.5,15,0,0,440,50,
750,MSBS M012,,missile,P-10,,1,2,10,1.5,15,0,0,440,500,
751,MSBS M013,,missile,P-10,,1,2,10,1.5,15,0,0,440,500,
752,MSBS M1,,missile,P-10,,1,2,10.4,1.5,18,0,0,440,500,
753,MSBS M112,,endoatmoshpheric test/research,P-10,,1,2,10.4,1.5,18,0,0,440,50,
754,MSBS M2,,missile,P-10,,1,2,10.7,1.5,20,0,0,440,600,
755,MSBS M20,,missile,P-10,,1,2,10.7,1.5,20,0,0,440,600,3000
756,MSBS M4,,missile,MSBS,,1,3,11,1.93,35,0,0,900,800,
757,MSBS M45,,missile,MSBS,,1,3,11,1.93,35,0,0,900,800,
758,MSBS M51,,missile,M51,,1,3,12,2.3,56,0,0,,1000,10000
759,MT-135,,endoatmospheric weather rocket <80 km,MT-135,,1,1,3.3,.14,0,0,0,12,50,
760,MT-135JA,,endoatmospheric weather rocket <80 km,MT-135,,1,1,3.3,.14,0,0,0,12,50,
761,MT-135P,,endoatmospheric weather rocket <80 km,MT-135,,1,1,3.3,.14,0,0,0,12,50,
762,MX-2227,,research rocket,AeroHTV,,1,2,3.9,.23,.1,0,0,,10,
763,MX-775,,cruise missile,Snark,,1,1,15.8,1.4,12.7,0,0,,10,
764,Mace,,cruise missile,Matador,,1,1,14.3,1.4,8.5,0,0,,12,
765,Malemute,,research rocket,Malemute,,1,1,2.4,.41,.8,0,0,57,165,
766,Martlet 1,,research rocket,Gun16,,1,1,1.7,.41,.2,0,0,,150,
767,Martlet 2,,research rocket,Gun16,,1,1,1.7,.41,.2,0,0,,150,
768,Martlet 2C,,research rocket,Gun16,,1,1,1.7,.41,.2,0,0,,150,
769,Martlet 3A,,research rocket,Gun16,,1,1,1.7,.41,.2,0,0,,150,
770,Martlet 3B,,research rocket,Gun16,,1,1,1.7,.41,.2,0,0,,150,
771,Matador,,cruise missile,Matador,,1,1,12.1,1.4,5.2,0,0,,12,
772,Maxus,,research rocket,Castor4,,1,1,15.5,1.02,12.3,0,0,500,850,
773,Menaka II,,endoatmospheric weather rocket <80 km,RH-125,,1,2,3.8,.12,.1,0,0,8,60,
774,Mesquito,,research rocket,MLRS,,1,1,5,.23,.2,0,0,,60,
775,Meteo,,endoatmospheric weather rocket <80 km,Meteo,,1,1,3.4,.15,0,0,0,,50,
776,Meteor-1,,endoatmospheric weather rocket <80 km,Meteor,,1,1,2.5,.12,0,0,0,14,40,
777,Meteor-2H,,endoatmospheric weather rocket <80 km,Meteor2,,1,1,4.5,.35,.4,0,0,24,68,
778,Meteor-2K,,research rocket,Meteor2,,0,1,4.3,.35,.4,0,0,52,90,
779,Meteor-3,,endoatmospheric weather rocket <80 km,Meteor,,1,2,4.3,.12,0,0,0,14,65,
780,Meteor-3B,,endoatmospheric weather rocket <80 km,Meteor,,1,2,4.3,.12,0,0,0,14,65,
781,Metroc,,endoatmospheric weather rocket <80 km,Loki,,1,1,1.4,.08,0,0,0,1,30,
782,Microstar,,endoatmospheric weather rocket <80 km,SuperLoki,,1,1,3.3,.1,0,0,0,,75,
783,Minotaur 1,,orbital launch vehicle,Minuteman,,1,4,19.2,1.68,36.3,340,0,892,1000,
784,Minotaur 2,,missile,Minuteman,,1,3,17.6,1.68,33.1,0,0,935,1300,
785,Minotaur C,,orbital launch vehicle,MX,,1,4,31.6,2.35,73,1380,0,1711,1000,
786,Minotaur IV,2,orbital launch vehicle,MX,,1,5,23.9,2.35,36.2,1735,0,1600,500,500
787,Minotaur IV,H,orbital launch vehicle,MX,,1,5,23.9,2.35,36.2,1735,0,1600,500,500
788,Minotaur IV,,orbital launch vehicle,MX,,1,4,23.9,2.35,36.2,1735,0,1600,500,500
789,Minotaur IV Lite,,missile,MX,,1,3,23,2.35,36.2,1735,0,1600,500,
790,Minotaur IV+,,orbital launch vehicle,MX,,1,4,23.9,2.35,36.2,1735,0,1600,500,500
791,Minotaur V,,orbital launch vehicle,MX,,1,5,23.9,2.35,36.2,1735,0,1600,500,500
792,Minuteman 1,,endoatmoshpheric test/research,Minuteman,,1,3,16,1.68,30,0,0,935,50,
793,Minuteman 1A,T,endoatmoshpheric test/research,Minuteman,,1,1,16.4,1.68,30,0,0,935,10,
794,Minuteman 1A,,missile,Minuteman,,1,3,16.4,1.68,31.3,0,0,935,1300,
795,Minuteman 1B,,missile,Minuteman,,1,3,16.8,1.68,31.7,0,0,935,1300,
796,Minuteman 2,,missile,Minuteman,,1,3,17.6,1.68,33.1,0,0,935,1300,
797,Minuteman 2 PLV,,missile,SR19,,1,2,10.3,1.32,15,0,0,267,225,
798,Minuteman 3,PRP,missile,Minuteman,,1,4,18.3,1.68,35.3,0,0,935,1600,
799,Minuteman 3,,missile,Minuteman,,1,4,18.3,1.68,35.3,0,0,935,1600,
800,Molniya 8K78,E6,orbital launch vehicle,R-7,,1,5,44.4,2.95,306.2,,0,4054,400000,
801,Molniya 8K78,M,orbital launch vehicle,R-7,,1,5,44.4,2.95,306.2,,0,4054,400000,
802,Molniya 8K78,,orbital launch vehicle,R-7,,1,5,44,2.95,305.5,,0,4020,400000,
803,Molniya 8K78M,2BL,orbital launch vehicle,R-7,,1,5,43.4,2.95,305,0,2000,4054,40000,
804,Molniya 8K78M,M1M,orbital launch vehicle,R-7,,1,5,42.8,2.95,305.5,,0,4054,400000,
805,Molniya 8K78M,ML,orbital launch vehicle,R-7,,1,5,43.4,2.95,305,0,2000,4054,40000,
806,Molniya 8K78M,NVL,orbital launch vehicle,R-7,,1,5,43.4,2.95,305,0,2000,4054,40000,
807,Molniya 8K78M,SOL,orbital launch vehicle,R-7,,1,5,43.4,2.95,305,0,2000,4054,400000,
808,Molniya 8K78M,VL,orbital launch vehicle,R-7,,1,5,43.4,2.95,305,0,2000,4054,40000,
809,Molniya 8K78M,,orbital launch vehicle,R-7,,1,5,42.8,2.95,305.5,,0,4054,400000,
810,Molniya 8K78M-PVB,2BL,orbital launch vehicle,R-7,,1,5,43.4,2.95,305,0,2000,4054,40000,
811,Molniya 8K78M-PVB,ML,orbital launch vehicle,R-7,,1,5,43.4,2.95,305,0,2000,4054,40000,
812,Momo,,research rocket,Momo,,1,1,8.5,.5,.9,0,0,,100,
813,Monica I,,research rocket,Monica,,1,3,3.1,.16,.1,0,0,,50,
814,Monica IV,,research rocket,Monica,,1,3,5.1,.16,.1,0,0,,100,
815,Mu-1,,endoatmoshpheric test/research,Mu,,0,4,21.9,1.41,40,0,0,1932,50,
816,Mu-3C,,orbital launch vehicle,Mu,,0,3,20.2,1.41,41.6,195,0,1932,3500,
817,Mu-3D,,big test rocket,Mu,,0,4,23.6,1.41,40,0,0,1932,160,
818,Mu-3H,,orbital launch vehicle,Mu,,0,4,23.8,1.41,44.7,300,0,2150,1000,
819,Mu-3S,,orbital launch vehicle,Mu,,0,3,23.8,1.41,49.3,300,0,2150,1000,
820,Mu-3S-II,,orbital launch vehicle,Mu,,0,3,27.8,1.41,61.7,800,0,1930,1400,
821,Mu-4S,,orbital launch vehicle,Mu,,0,4,23.6,1.41,43.6,180,0,1932,6500,
822,N-1,,orbital launch vehicle,Thor,,0,3,33,2.44,90,1200,360,2290,40000,
823,N-1 11A52,,orbital launch vehicle,N-1,,1,3,105.3,14,2788,70000,0,45300,200,
824,N-2,(2),orbital launch vehicle,Thor,,0,2,35,2.44,133,,,2290,1000,
825,N-2,,orbital launch vehicle,Thor,,0,3,35,2.44,135,2000,730,2290,40000,
826,NAL-16,,endoatmoshpheric test/research,STA,,1,1,4,.16,.1,0,0,10,20,
827,NAL-25,,endoatmoshpheric test/research,STA,,1,1,,.25,.1,0,0,,20,
828,NAL-7,,endoatmoshpheric test/research,STA,,1,1,,.07,0,0,0,,20,
829,NAL-735,,endoatmoshpheric test/research,SB-735,,1,1,10,.74,4.7,0,0,250,18,
830,NATIV,,endoatmoshpheric test/research,RTV,,1,1,4.1,.46,.6,0,0,12,19,50
831,Naro-1,,orbital launch vehicle,Angara,,1,2,33.5,2.9,140,100,0,2095,200,
832,Navaho II SM-64,,cruise missile,Navaho,,1,2,26.6,,54.6,0,0,,25,
833,Nazeat 6H,,research rocket,Kavoshgar,,1,1,6.3,.36,.9,0,0,,150,
834,New Shepard,,orbital launch vehicle,NewShepard,,1,1,15,3,75,0,0,1020,100,
835,Nike,,endoatmospheric rocket,Nike,,1,1,6,.42,.7,0,0,217,23,
836,Nike Ajax,,endoatmospheric rocket,Nike,,1,2,10.8,.42,1.1,0,0,217,6,
837,Nike Apache,,research rocket,Nike,,1,2,8.6,.42,.8,0,0,217,200,
838,Nike Asp,,research rocket,Nike,,1,2,7.9,.42,.7,0,0,217,220,
839,Nike Cajun,,research rocket,Nike,,1,2,8.1,.42,.7,0,0,217,120,
