LV_ID,LV_NAME,LV_VARIANT,LV_CLASS,LV_FAMILY_CODE,LV_ALIAS,MIN_STAGE,MAX_STAGE,LENGTH,DIAMETER,LAUNCH_MASS,LEO_CAPACITY,GTO_CAPACITY,TAKEOFF_THRUST,APOGEE,RANGE
267,Burkan-2H,,tactical ballistic missile,R-11,,1,1,10,.88,5,0,0,90,150,
268,Burya,,cruise missile,Burya,,1,2,22,2.4,120,0,0,1530,50,
269,CB-250/LPR-006,,endoatmospheric weather rocket <80 km,CB-250,,0,1,3.5,.25,.1,0,0,8,30,
270,CB-250/RH-125,,endoatmospheric weather rocket <80 km,CB-250,,0,1,3.5,.25,.1,0,0,8,30,
271,CSXT,,research rocket,CSXT,,1,1,6.5,.25,.3,0,0,,100,
272,Cajun,,endoatmospheric research test vehicle,Deacon,,1,1,4,.17,.1,0,0,36,20,
273,Cajun Dart,,endoatmospheric weather rocket <80 km,Deacon,,1,1,4.1,.17,.1,0,0,36,74,
274,Caleb,,big test rocket,NOTS500,,0,2,4.9,.61,1.3,0,0,,1200,
275,Canopus 1,,research rocket,Rigel,,1,1,4,.28,.3,0,0,,150,
276,Canopus 2,,research rocket,Rigel,,1,1,4,.28,.3,0,0,,150,
277,Castor,2R,research rocket,Sergeant,,0,1,10,.79,5.2,0,0,586,240,
278,Castor,,research rocket,Sergeant,,1,1,8,.79,,0,0,235,300,
279,Castor (A),,research rocket,Rigel,,1,2,7,.28,.3,0,0,,400,
280,Castor 4A,,research rocket,Castor4,,1,1,16,1.02,13.5,0,0,430,500,
281,Castor 4B,,research rocket,Castor4,,1,1,14,1.02,13,0,0,500,500,
282,Castor Lance,,research rocket,Sergeant,,0,2,15.1,.79,5.8,0,0,,600,
283,Castor-M57A1,,research rocket,Castor4,,1,2,16,1.02,14,0,0,500,1100,
284,Castor-Recruit,,research rocket,Sergeant,,1,2,,.79,,0,0,,150,
285,Cedre 3,,research rocket,Cedre,,1,3,6.8,.52,1.2,0,0,,200,
286,Cedre 4,,research rocket,Cedre,,1,3,7,.52,1.2,0,0,,200,
287,Centaure,,research rocket,Venus,Centaure 1,1,2,5.9,.28,.6,0,0,44,130,
288,Centaure 1,,research rocket,Venus,Centaure 1,1,2,5.9,.28,.6,0,0,44,130,
289,Centaure 2A,,research rocket,Venus,,1,2,5.9,.28,.6,0,0,44,146,
290,Centaure 2B,,research rocket,Venus,,1,2,6.3,.28,.5,0,0,44,146,
291,Centaure 2C,,research rocket,Venus,,1,2,5.9,.28,.6,0,0,44,146,
292,Centenario,,research rocket,Rigel,,1,1,4.6,.28,.3,0,0,,50,
293,Chang Zheng 1,,orbital launch vehicle,DF3,,1,3,29.5,2.25,81.5,250,0,1224,2500,
294,Chang Zheng 11,,orbital launch vehicle,DF-31,,1,4,20,2,58,500,0,1177,200,200
295,Chang Zheng 1D,,orbital launch vehicle,DF3,,1,3,29.5,2.25,81.5,250,0,1224,2500,
296,Chang Zheng 2,,orbital launch vehicle,DF5,,1,2,31.2,3.35,190,2200,0,2786,500,
297,Chang Zheng 2C,SM,orbital launch vehicle,DF5,,1,2,35.2,3.35,192,2800,0,2962,500,
298,Chang Zheng 2C,SMA,orbital launch vehicle,DF5,,1,2,35.2,3.35,192,2800,0,2962,500,
299,Chang Zheng 2C,j,orbital launch vehicle,DF5,,1,2,35.2,3.35,192,2800,0,2962,500,
300,Chang Zheng 2C,zj,orbital launch vehicle,DF5,,1,2,35.2,3.35,192,2800,0,2962,500,
301,Chang Zheng 2C,,orbital launch vehicle,DF5,,1,2,35.2,3.35,192,2800,0,2962,500,
302,Chang Zheng 2C-III/SD,,orbital launch vehicle,DF5,,1,3,39.9,3.35,213,2800,0,2962,1000,
303,Chang Zheng 2D,j,orbital launch vehicle,DF5,,1,2,38.3,3.35,232,3400,0,2962,500,
304,Chang Zheng 2D,,orbital launch vehicle,DF5,,1,2,38.3,3.35,232,3400,0,2962,500,
305,Chang Zheng 2E,,orbital launch vehicle,DF5,,0,2,51.2,3.35,464,9200,3500,5923,500,
306,Chang Zheng 2F,,orbital launch vehicle,DF5,,0,2,51.2,3.35,464,9200,3500,5923,500,
307,Chang Zheng 2FT1,,orbital launch vehicle,DF5,,0,2,51.2,3.35,480,9200,3500,5923,500,
308,Chang Zheng 3,,orbital launch vehicle,DF5,,1,3,43.9,3.35,202,0,1400,2962,40000,
309,Chang Zheng 3A,,orbital launch vehicle,DF5,,1,3,52.5,3.35,240,0,2300,2962,40000,
310,Chang Zheng 3B,G1,orbital launch vehicle,DF5,,0,3,56.5,3.35,457,0,5400,5923,40000,
311,Chang Zheng 3B,G2,orbital launch vehicle,DF5,,0,3,56.5,3.35,457,0,5400,5923,40000,
312,Chang Zheng 3B,G3,orbital launch vehicle,DF5,,0,3,56.5,3.35,457,0,5400,5923,40000,
313,Chang Zheng 3B,,orbital launch vehicle,DF5,,0,3,54.8,3.35,425.8,0,4800,5923,40000,
314,Chang Zheng 3B/YZ-1,,orbital launch vehicle,DF5,,0,4,54.8,3.35,345,0,4800,4441,40000,
315,Chang Zheng 3C,G2,orbital launch vehicle,DF5,,0,3,54.8,3.35,345,0,4800,4441,40000,
316,Chang Zheng 3C,,orbital launch vehicle,DF5,,0,3,54.8,3.35,345,0,4800,4441,40000,
317,Chang Zheng 3C/YZ-1,,orbital launch vehicle,DF5,,0,4,54.8,3.35,345,0,4800,4441,40000,
318,Chang Zheng 4,,orbital launch vehicle,DF5,,1,3,42,3.35,249,1650,0,2962,1000,
319,Chang Zheng 4B,,orbital launch vehicle,DF5,,1,3,43.1,3.35,254.4,2800,1500,2962,1000,
320,Chang Zheng 4C,,orbital launch vehicle,DF5,,1,3,43.1,3.35,254.4,2800,1500,2962,1000,
321,Chang Zheng 5,522,orbital launch vehicle,CZ5,,-1,2,59.5,5,643,25000,14000,1180,,
322,Chang Zheng 5,540,orbital launch vehicle,CZ5,,0,2,59.5,5,643,25000,14000,1180,,
323,Chang Zheng 5/YZ-2,,orbital launch vehicle,CZ5,,0,3,59.5,5,643,25000,14000,1180,,
324,Chang Zheng 6,,orbital launch vehicle,DF5,,1,3,29,3.35,103,1000,0,,,
325,Chang Zheng 7,,orbital launch vehicle,DF5,,0,2,53.1,3.35,594,13500,7000,,,
326,Chang Zheng 7/YZ-1A,,orbital launch vehicle,DF5,,0,3,53.1,3.35,594,13500,7000,,,
327,Cirrus I,,research rocket,Cirrus,,1,2,4.1,.2,.1,0,0,5,35,
328,Cirrus II,,research rocket,Cirrus,,1,2,4.1,.2,.1,0,0,5,35,
329,Cleansweep III,,endoatmospheric weather rocket <80 km,Asp,,1,1,3.6,.17,.1,0,0,16,10,
330,Cleansweep IIIB,,research rocket,Sparrow,,0,1,3,.2,.1,0,0,16,51,
331,Cockatoo,,research rocket,Gosling,,1,2,6.2,.26,.3,0,0,111,140,
332,Cockatoo Mk 2,,research rocket,Gosling,,1,2,6.3,.26,.32,0,0,111,140,
333,Cockatoo Mk 3,,research rocket,Gosling,,1,2,6.3,.26,.32,0,0,99,140,
334,Cockatoo Mk 4,,research rocket,Gosling,,1,2,6.3,.26,.32,0,0,99,140,
335,Commercial Titan 3,,orbital launch vehicle,Titan,,0,2,47.3,3.05,680,14515,1850,12450,40000,
336,Conestoga 1620,,orbital launch vehicle,Castor4,,1,4,15.2,1.02,87.4,900,0,1580,450,
337,Cora,,endoatmoshpheric test/research,Coralie,,1,2,11,2.01,16,0,0,268,55,
338,Corella,,research rocket,Gosling,,1,2,8,.26,.44,0,0,99,220,
339,Corporal,,endoatmospheric rocket,Corporal,,1,1,14,.76,5.4,0,0,89,50,
340,Corporal E,,endoatmoshpheric test/research,Corporal,,1,1,14,.76,4.5,0,0,89,50,
341,Corporal Type 1,,endoatmospheric rocket,Corporal,,1,1,14,.76,5.4,0,0,89,50,
342,Coyote,,research rocket,Terrier,,1,1,9.5,.46,1,0,0,258,1,
343,D-Region Tomahawk,,research rocket,Tomahawk,,1,1,5,.23,.3,0,0,44,120,
344,DAC Roc,,endoatmoshpheric test/research,DACRoc,,1,1,,.13,,0,0,,50,
345,DC-X,,endoatmoshpheric test/research,DC-X,,1,1,12.6,4.95,18.8,0,0,242,10,
346,DC-XA,,endoatmoshpheric test/research,DC-X,,1,1,12.6,4.95,19,0,0,242,10,
347,DF-1,,tactical ballistic missile,V-2,,1,1,17.6,1.65,20.4,0,0,250,100,590
348,DF-11,,tactical ballistic missile,DF-11,,1,1,11.3,.88,6.3,0,0,90,150,300
349,DF-11M,,tactical ballistic missile,DF-11,,1,1,13.3,.88,8,0,0,90,150,600
350,DF-15,,tactical ballistic missile,DF-15,,1,1,9.1,1,6.2,0,0,,100,600
351,DF-16,,missile,DF-16,,1,1,12,1.2,18,0,0,,200,1000
352,DF-17,,missile,DF-16,,1,1,12,1.2,18,0,0,,200,1000
353,DF-2,,tactical ballistic missile,V-2,,1,1,20.6,1.65,32,0,0,300,200,1050
354,DF-21,,missile,DF-21,,1,2,10.7,1.4,14.7,0,0,,500,1800
355,DF-2A,,tactical ballistic missile,V-2,,1,1,20.6,1.65,32,0,0,300,200,1250
356,DF-3,,missile,DF3,,1,1,24,2.25,64,0,0,1224,500,2650
357,DF-31,,missile,DF-31,,1,3,11,2,20,0,0,,1000,8000
358,DF-3A,,missile,DF3,,1,1,24,2.25,64,0,0,1224,500,2650
359,DF-4,,missile,DF3,,1,2,28,2.25,82,0,0,1224,500,4750
360,DF-41,,missile,DF-31,,1,3,11,2,20,0,0,,1000,8000
361,DIM,,endoatmospheric weather rocket <80 km,DIM,,1,1,2.9,.12,0,0,0,,70,
362,DOT,,research rocket,Sergeant,,0,2,11.6,.79,5.5,0,0,586,300,
363,Daniel,,research rocket,Daniel,,1,3,8.4,.4,1,0,0,,130,
364,Dauphin,,research rocket,Stromboli,,1,1,5.3,.56,1.1,0,0,97,116,
365,Deacon,,endoatmospheric research test vehicle,Deacon,,1,1,4,.15,.1,0,0,27,20,
366,Deacon Arrow II,,research rocket,Deacon,,1,2,5.1,.15,.1,0,0,27,85,
367,Deacon Deacon,,endoatmospheric research test vehicle,Deacon,,1,2,5,.15,.1,0,0,27,20,
368,Deacon HVAR,,endoatmospheric research test vehicle,Deacon,,1,2,4,.15,.1,0,0,27,20,
369,Deacon Judi,,research rocket,Deacon,,1,2,4.2,.16,.1,0,0,21,146,
370,Deacon Rockoon,,research rocket,Deacon,,0,1,3.7,.16,.1,0,0,15,100,
371,Deacon Sidewinder,,endoatmospheric research test vehicle,Deacon,,1,2,4,.15,.1,0,0,27,20,
372,Deacon-Loki Rockoon,,research rocket,Deacon,,0,2,5.2,.16,.1,0,0,15,100,
373,Delta 0300,,orbital launch vehicle,Thor,,0,2,34,2.44,90.1,1000,0,1590,1500,
374,Delta 0900,,orbital launch vehicle,Thor,,0,2,34,2.44,116.5,1300,0,2500,1500,
375,Delta 1410,,orbital launch vehicle,Thor,,0,2,35,2.44,110,1000,0,1863,900,
376,Delta 1604,,orbital launch vehicle,Thor,,0,3,35,2.44,118,,600,2410,200000,
377,Delta 1900,,orbital launch vehicle,Thor,,0,2,35,2.44,130,,0,2410,4000,
378,Delta 1910,,orbital launch vehicle,Thor,,0,2,35,2.44,130,,0,2410,550,
379,Delta 1913,,orbital launch vehicle,Thor,,0,3,35,2.44,130,,,2410,400000,
380,Delta 1914,,orbital launch vehicle,Thor,,0,3,35,2.44,130.3,,,2410,40000,
381,Delta 2310,,orbital launch vehicle,Thor,,0,2,35,2.44,131,,0,1737,1500,
382,Delta 2313,,orbital launch vehicle,Thor,,0,3,35,2.44,131,1540,500,1737,40000,
383,Delta 2910,,orbital launch vehicle,Thor,,0,2,35,2.44,131,,0,2560,3000,
384,Delta 2913,,orbital launch vehicle,Thor,,0,3,35,2.44,131.8,2000,700,2560,100000,
385,Delta 2914,C,orbital launch vehicle,Thor,,0,3,35,2.44,130.4,2000,724,2560,40000,
386,Delta 2914,,orbital launch vehicle,Thor,,0,3,35,2.44,130.4,2000,724,2560,400000,
387,Delta 3910,,orbital launch vehicle,Thor,,0,2,35,2.44,190,,0,3188,1000,
388,Delta 3910/PAM,,orbital launch vehicle,Thor,,0,3,35,2.44,191.6,0,1087,3188,40000,
389,Delta 3913,,orbital launch vehicle,Thor,,0,3,35,2.44,190,,,3188,25000,
390,Delta 3914,,orbital launch vehicle,Thor,,0,3,35,2.44,190.3,2700,951,3188,200000,
391,Delta 3920,,orbital launch vehicle,Thor,,0,2,36,2.44,191,,0,3188,700,
392,Delta 3920-8,,orbital launch vehicle,Thor,,0,2,36,2.44,190,,0,3188,500,
393,Delta 3920/PAM,,orbital launch vehicle,Thor,,0,3,36,2.44,191.6,0,1280,3188,40000,
394,Delta 3924,,orbital launch vehicle,Thor,,0,3,36,2.44,191,,,3188,120000,
395,Delta 4925-8,,orbital launch vehicle,Thor,,0,3,34,2.44,200.7,,1200,3470,40000,
396,Delta 4H,A,orbital launch vehicle,Delta4,,0,2,70.7,5,733.4,28800,14200,9372,40000,
397,Delta 4H,,orbital launch vehicle,Delta4,,0,2,70.7,5,733.4,,,8674,40000,
398,Delta 4M,,orbital launch vehicle,Delta4,,1,2,63,5,249.5,8120,4210,2891,40000,
399,"Delta 4M+(4,2)",A,orbital launch vehicle,Delta4,,0,2,66.2,5,292.7,10430,5845,4200,40000,
400,"Delta 4M+(4,2)",,orbital launch vehicle,Delta4,,0,2,66.2,5,292.7,10430,5845,4200,40000,
401,"Delta 4M+(5,2)",A,orbital launch vehicle,Delta4,,0,2,70.7,5,404.6,11700,6565,5860,40000,
402,"Delta 4M+(5,2)",,orbital launch vehicle,Delta4,,0,2,70.7,5,404.6,11700,6565,5860,40000,
403,"Delta 4M+(5,4)",A,orbital launch vehicle,Delta4,,0,2,70.7,5,404.6,11700,6565,5860,40000,
404,"Delta 4M+(5,4)",,orbital launch vehicle,Delta4,,0,2,70.7,5,404.6,11700,6565,5860,40000,
405,Delta 5920-8,,orbital launch vehicle,Thor,,0,2,34,2.44,201.6,3850,0,3470,1000,
406,Delta 6920-10,,orbital launch vehicle,Thor,,0,2,39,2.44,219,,0,3790,1000,
407,Delta 6920-8,,orbital launch vehicle,Thor,,0,2,39,2.44,219,,0,3790,1000,
408,Delta 6925,,orbital launch vehicle,Thor,,0,3,39,2.44,219,0,1445,3790,400000,
409,Delta 6925-8,,orbital launch vehicle,Thor,,0,3,39,2.44,219,0,1500,3790,40000,
410,Delta 7320-10,,orbital launch vehicle,Thor,,0,2,38.9,2.44,151.7,,0,2500,1000,
411,Delta 7320-10C,,orbital launch vehicle,Thor,,0,2,38.9,2.44,151.7,,0,2500,1000,
412,Delta 7326-9.5,,orbital launch vehicle,Thor,,0,3,38.4,2.44,155,,,2500,400000,
413,Delta 7420-10C,,orbital launch vehicle,Thor,,0,2,39,2.44,165,,0,3020,1500,
414,Delta 7425-10,,orbital launch vehicle,Thor,,0,3,39,2.44,170,,,3020,400000,
415,Delta 7425-9.5,,orbital launch vehicle,Thor,,0,3,39,2.44,170,,,3020,400000,
416,Delta 7426-9.5,,orbital launch vehicle,Thor,,0,3,39,2.44,170,,,3020,400000,
417,Delta 7920-10,,orbital launch vehicle,Thor,,0,2,39,2.44,220,5118,0,4000,1000,
418,Delta 7920-10C,,orbital launch vehicle,Thor,,0,2,39,2.44,232,,0,4000,1000,
419,Delta 7920-10L,,orbital launch vehicle,Thor,,0,2,40,2.44,232,,0,4000,1000,
420,Delta 7920-8,,orbital launch vehicle,Thor,,0,2,39,2.44,220,5118,0,4000,400000,
421,Delta 7920H,,orbital launch vehicle,Thor,,0,2,39.7,2.44,283,,1816,5030,,
422,Delta 7925,,orbital launch vehicle,Thor,,0,3,39.7,2.44,219.9,,1816,4000,400000,
423,Delta 7925-10,,orbital launch vehicle,Thor,,0,3,38.9,2.44,231.9,,,4000,400000,
424,Delta 7925-10C,,orbital launch vehicle,Thor,,0,3,38.9,2.44,231.9,,,4000,400000,
425,Delta 7925-10L,,orbital launch vehicle,Thor,,0,3,38.9,2.44,231.9,,,4000,400000,
426,Delta 7925-8,,orbital launch vehicle,Thor,,0,3,38.2,2.44,220,,,4000,400000,
427,Delta 7925-9.5,,orbital launch vehicle,Thor,,0,3,39,2.44,231,,,4000,400000,
428,Delta 7925H,,orbital launch vehicle,Thor,,0,3,39.7,2.44,283,,1816,5030,,
429,Delta 8930,,orbital launch vehicle,Thor,,0,2,39.1,2.44,301.5,8280,3800,4891,40000,
430,Dhanush,,endoatmospheric rocket,Prithvi,,1,1,8.5,1.1,4.5,0,0,,50,150
431,Diamant A,,orbital launch vehicle,Emeraude,,1,3,18.9,1.4,18.5,40,0,275,2000,
432,Diamant B,,orbital launch vehicle,Emeraude,,1,3,23.5,1.4,24.6,115,0,348,2000,
433,Diamant BP.4,,orbital launch vehicle,Emeraude,,1,3,21.6,1.4,26.3,150,0,316,2000,
434,Dnepr,,orbital launch vehicle,R-36,,1,3,34.3,3,211,4500,0,4525,1500,
435,Dolphin,,endoatmoshpheric test/research,Dolphin,,1,1,15.5,1.07,7.5,0,0,155,2,
436,Dong Feng 5,,missile,DF5,,1,2,32.6,3.35,183,0,0,2500,1000,13000
437,Dong Feng 5A,,missile,DF5,,1,2,32.6,3.35,183,0,0,2500,1000,13000
438,Dong Feng 5C,,missile,DF5,,1,2,32.6,3.35,183,0,0,2500,1000,13000
439,Doorknob,1,endoatmoshpheric test/research,Lacrosse,,1,1,3.6,.4,.5,0,0,168,24,
440,Doorknob,2,research rocket,Lacrosse,,1,2,5.7,.4,.9,0,0,168,84,
441,Double Cajun T40,,endoatmospheric research test vehicle,Deacon,,1,2,5,.17,.1,0,0,36,20,
442,Double Deacon,,endoatmospheric research test vehicle,Deacon,,1,1,5,.15,.1,0,0,54,20,
443,Double FFAR,,endoatmospheric research test vehicle,FFAR,,1,2,2.4,.08,0,0,0,,10,
444,Double HPAG Deacon,,endoatmospheric research test vehicle,Sidewinder,,1,2,3,.13,0,0,0,12,10,
445,Draco,,endoatmospheric research test vehicle,Sergeant,,1,2,14,.79,,0,0,,30,
446,Dragon,,research rocket,Stromboli,,1,2,7,.56,1.2,0,0,75,440,
447,Dragon 2B,,research rocket,Stromboli,,1,2,7,.56,1.2,0,0,97,440,
448,Dragon 3,,research rocket,Stromboli,,1,2,7.3,.56,1.3,0,0,97,520,
449,Dragon V2,,big test rocket,Dragon,,1,1,6.1,3.7,4.2,0,0,584,1,
450,E-8-5 VA,,deep space launch vehicle,E8,,1,1,2.3,.5,.8,0,0,,99000,
451,E-LRALT,,missile,SR19,,0,3,15.5,1.32,15,0,0,267,300,
452,ELDO A,,orbital launch vehicle,BlueStreak,,1,3,31.7,3.05,104.6,1000,200,1512,2000,
453,ERIS,,missile,Aries,,1,2,4.1,1.16,14,0,0,200,300,
454,ETV,,big test rocket,Mu,,0,2,21.3,1.41,39.4,0,0,1932,150,
455,Elbrus,,tactical ballistic missile,R-11,,1,1,11.3,.88,6.3,0,0,90,150,300
456,Electron,,orbital launch vehicle,Electron,,1,3,17,1.2,12.6,150,0,162,200,200
457,Emad,,tactical ballistic missile,Nodong,,1,1,15.6,1.25,16,0,0,255,150,2000
458,Emeraude VE121,,rocket test vehicle,Emeraude,,1,1,17.9,1.4,18.2,0,0,275,200,
459,Emma,,endoatmospheric weather rocket <80 km,Emma,,0,1,3.9,.13,.07,0,0,,69,
460,Energiya,,orbital launch vehicle,Energiya,,0,1,58.7,7.75,2524,88000,0,35139,250,
461,Energiya/Buran,,orbital launch vehicle,Energiya,,0,1,58.7,7.75,2524,88000,0,35139,250,
462,Epona,,endoatmospheric weather rocket <80 km,Belisama,,1,2,4.4,.1,.1,0,0,,60,
463,Epsilon,2,orbital launch vehicle,H2.SRB,,1,3,26,2.5,95.4,0,500,2250,500,
464,Epsilon,2PBS,orbital launch vehicle,H2.SRB,,1,4,26,2.5,95.7,0,500,2250,500,
465,Epsilon,,orbital launch vehicle,H2.SRB,,1,4,24.4,2.5,91,0,450,2250,500,
466,Eridan,,research rocket,Stromboli,,1,2,8.3,.56,2.1,0,0,97,480,
467,Europa I,,orbital launch vehicle,BlueStreak,,1,3,31.7,3.05,104.6,1000,200,1512,2000,
468,Europa II,,orbital launch vehicle,BlueStreak,,1,4,31.7,3.05,111.7,1160,360,1512,40000,
469,Excalibur,,exoatmospheric weather rocket,Excalibur,,1,1,3,.11,0,0,0,1,100,
470,Exos,,research rocket,HJ,,1,3,12.9,.58,2.6,0,0,365,600,
471,FFAR,,endoatmospheric research test vehicle,FFAR,,1,1,1.2,.08,0,0,0,,10,
472,FTB,,research rocket,FTB,,1,1,3,.13,.07,0,0,,30,
473,FTI,,research rocket,FTI,,1,1,5,.3,.2,0,0,,60,
474,FTV,,endoatmoshpheric test/research,ISRO-TV,,1,1,,,0,0,0,,10,
475,Falcon 1,,orbital launch vehicle,Falcon1,,1,2,21.3,1.7,27.2,600,0,378,500,
476,Falcon 9,1.1,orbital launch vehicle,Falcon9,,1,2,71,3.65,480,13150,4850,5886,200,
477,Falcon 9,FT3,orbital launch vehicle,Falcon9,,1,2,71,3.65,480,22800,8300,5886,200,
478,Falcon 9,FT3/4,orbital launch vehicle,Falcon9,,1,2,71,3.65,480,13150,4850,5886,200,
479,Falcon 9,FT4,orbital launch vehicle,Falcon9,,1,2,71,3.65,480,22800,8300,5886,200,
480,Falcon 9,FT4/5,orbital launch vehicle,Falcon9,,1,2,68.4,3.65,480,13150,4850,5886,200,
481,Falcon 9,FT5,orbital launch vehicle,Falcon9,,1,2,68.4,3.65,480,13150,4850,5886,200,
482,Falcon 9,,orbital launch vehicle,Falcon9,,1,2,54.9,3.65,333.4,9300,3400,4940,200,
483,Falcon 9R,1,orbital launch vehicle,Falcon9,,1,1,49,3.65,480,13150,4850,5886,10,
484,Falcon Heavy,,orbital launch vehicle,Falcon9,,0,2,69.2,3.65,1400,54400,22200,17000,200,
485,FalconLaunch,,exoatmospheric weather rocket,SuperLoki,,1,1,3.3,.1,0,0,0,22,108,
486,Falstaff,1,endoatmoshpheric test/research,Stonechat,,1,1,5.3,.92,5.1,0,0,240,30,
487,Falstaff,,endoatmoshpheric test/research,Stonechat,,1,1,5.3,.92,5.1,0,0,240,30,
488,Farside,,research rocket,Recruit,,1,4,7.3,.46,.9,0,0,667,4500,
489,Fateh-110,,missile,Zelzal,,1,1,9,.61,1,0,0,,60,200
490,Father John,1,endoatmoshpheric test/research,HJ,,0,1,5,.58,1.5,0,0,365,10,
491,Father John,2,endoatmoshpheric test/research,HJ,,0,1,5,.58,1.5,0,0,365,10,
492,Feng Bao 1,,orbital launch vehicle,DF5,,1,2,32.6,3.35,192,2200,0,2500,1000,
493,Forschungsflugkorper,,research rocket,FFK,,1,1,4,.25,.3,0,0,,120,
494,Frangible Arcas,,exoatmospheric weather rocket,Arcas,,1,1,2.3,.11,0,0,0,1,90,
495,Fulmar,,research rocket,Gosling,,1,2,7.5,.26,.5,0,0,137,250,
496,GBI,2,research rocket,Pegasus,,1,2,15.5,1.28,18,0,0,580,2000,
497,GBI,,research rocket,Pegasus,,1,3,15.5,1.28,18,0,0,580,2000,
498,GBI BV,,research rocket,GEM,,1,3,15.5,1.02,14,0,0,500,200,
499,GBI BV+,,research rocket,GEM,,1,3,15.5,1.02,14,0,0,500,200,
500,GLCM,,cruise missile,GLCM,,1,1,6.4,.53,1.8,0,0,,20,2500
501,GSLV Mk I,a,orbital launch vehicle,PSLV,,0,3,49,2.8,401,0,2500,7420,40000,
502,GSLV Mk I,b,orbital launch vehicle,PSLV,,0,3,49,2.8,401,0,2500,7420,40000,
503,GSLV Mk I,c,orbital launch vehicle,PSLV,,0,3,49,2.8,401,0,2500,7420,40000,
504,GSLV Mk II,,orbital launch vehicle,PSLV,,0,3,49,2.8,401,0,2500,7420,40000,
505,GSLV Mk III,,orbital launch vehicle,GSLV3,,0,2,42.4,4,629,,4000,,40000,
506,Gamma Centauro,,endoatmospheric weather rocket <80 km,GammaCen,,1,2,2.4,.13,.03,0,0,,30,
507,Genie,,research rocket,Genie,,1,1,3.1,.38,.5,0,0,,100,
508,Ghadr 1,,tactical ballistic missile,Nodong,,1,1,15.6,1.25,16,0,0,255,150,2000
509,Ghauri,,tactical ballistic missile,Nodong,,1,1,16,1.25,16,0,0,255,150,
510,Ghaznavi,,tactical ballistic missile,DF-11,,1,1,9.1,.88,6.2,0,0,,100,750
511,Goose,,cruise missile,BullGoose,,1,1,10.2,.85,3.5,0,0,,20,
512,Gosling-Lobster,,research rocket,Gosling,,1,2,5,.26,.3,0,0,,40,
513,Grad,,missile,Grad,,1,1,5,.6,2,0,0,,20,
514,Gradicom 1,,endoatmoshpheric test/research,Gradicom,,1,1,4.5,.32,.5,0,0,,40,
515,Gradicom 2,,endoatmoshpheric test/research,Gradicom,,1,2,7.7,.32,.9,0,0,,100,
516,Grannos,,research rocket,Belenos,,1,2,4.9,.21,.2,0,0,,143,
517,Grasshopper,,big test rocket,Falcon9,,1,1,34,3.65,200,0,0,540,1,
518,Grom,,missile,R-39,,1,3,16,2.4,84,0,0,2060,1000,830
519,Gun Projectile 16-inch,,research rocket,Gun16,,1,1,1.7,.41,.2,0,0,,100,
520,Gun Projectile 5-inch,,research rocket,Gun05,,1,1,1,.13,.2,0,0,,100,
521,Gun Projectile 7-inch,,research rocket,Gun07,,1,1,1,.18,.2,0,0,,100,
522,H-1,(2),orbital launch vehicle,Thor,,0,2,42,2.44,142,,,2130,1500,
523,H-1,6R,orbital launch vehicle,Thor,,0,3,42,2.44,145,,,1350,40000,
524,H-1,,orbital launch vehicle,Thor,,0,3,42,2.44,142,3200,1100,2130,40000,
525,H-II,(2S),orbital launch vehicle,H2,,-1,2,49,4,281,10060,3930,4600,40000,
526,H-II,,orbital launch vehicle,H2,,0,2,49,4,260,10060,3930,3960,40000,
527,H-IIA 202,1,orbital launch vehicle,H2,,0,2,53,4,285,10000,4100,5600,40000,
528,H-IIA 202,,orbital launch vehicle,H2,,0,2,53,4,285,10000,4100,5600,40000,
529,H-IIA 2022,,orbital launch vehicle,H2,,-1,2,57,4,348,,5000,8580,40000,
530,H-IIA 2024,1,orbital launch vehicle,H2,,-1,2,57,4,348,,5000,8580,40000,
531,H-IIA 2024,,orbital launch vehicle,H2,,-1,2,57,4,348,,5000,8580,40000,
532,H-IIA 204,2,orbital launch vehicle,H2,,0,2,53,4,285,10000,4100,5600,40000,
533,H-IIA 204,,orbital launch vehicle,H2,,0,2,53,4,285,10000,4100,5600,40000,
534,H-IIB,,orbital launch vehicle,H2B,,0,2,56.6,5.2,551,19000,8000,9000,,
535,HAD,,research rocket,Gosling,,1,2,6.1,.26,.28,0,0,130,130,
536,HAEC,,endoatmoshpheric test/research,Demon,,1,2,3.5,.18,.05,0,0,9,75,
537,HALO,,endoatmoshpheric test/research,HALO,,1,1,2.2,.13,0,0,0,,60,
538,HAT,,endoatmospheric weather rocket <80 km,LongTom,,1,2,5,.47,.5,0,0,,60,
539,HEDI,,endoatmospheric rocket,Sprint,,1,2,8.2,1.37,3.5,0,0,3000,15,
540,HIBEX,,endoatmoshpheric test/research,HIBEX,,1,1,5.2,.79,6,0,0,,20,
541,HIMES Rockoon,,endoatmoshpheric test/research,KM-D,,0,1,3.5,.7,.5,0,0,,70,
542,HJ,,endoatmoshpheric test/research,HJ,,1,1,5,.58,1.5,0,0,365,10,
543,HJ Hydac,,research rocket,HJ,,1,2,11.3,.58,2.6,0,0,365,150,
544,HJ Javelin,,research rocket,HJ,,1,2,9.1,.58,1.7,0,0,365,100,
545,HJ Nike,,research rocket,HJ,,1,2,14.3,.58,2.7,0,0,365,100,
546,HJ Nike Gosling,,endoatmospheric research test vehicle,HJ,,1,3,10,.58,,0,0,365,20,
547,HJ Nike Hydac,,research rocket,HJ,,1,3,14.3,.58,2.9,0,0,365,500,
