SITE_ID,SITE_NAME,SITE_CODE,SITE_TYPE,STATE_ORG_CODE,START_DATE,STOP_DATE,SITE_SHORT_NAME,SITE_FULL_NAME,SITE_LOCATION,LONGITUDE,LATITUDE,DEGREES_UNCERTAINTY
1511,UNKMR1,M9119,launch point,,,,UNKO  M9119,Unknown Soviet cruise meteo launch site,,,,
1512,UNKMR1,M9154,launch point,,,,UNKO  M9154,Unknown Soviet cruise meteo launch site,,,,
1513,UNKMR1,M9155,launch point,,,,UNKO  M9155,Unknown Soviet cruise meteo launch site,,,,
1514,UNKMR1,M9156,launch point,,,,UNKO  M9156,Unknown Soviet cruise meteo launch site,,,,
1515,UNKMR1,M9157,launch point,,,,UNKO  M9157,Unknown Soviet cruise meteo launch site,,,,
1516,UNKMR1,M9158,launch point,,,,UNKO  M9158,Unknown Soviet cruise meteo launch site,,,,
1517,UNKMR1,M9159,launch point,,,,UNKO  M9159,Unknown Soviet cruise meteo launch site,,,,
1518,UNKMR1,M9160,launch point,,,,UNKO  M9160,Unknown Soviet cruise meteo launch site,,,,
1519,UNKMR1,M9169,launch point,,,,UNKO  M9169,Unknown Soviet cruise meteo launch site,,,,
1520,UNKMR1,,launch cruise,SU,1966-12-01 00:00:00,1967-02-01 00:00:00,UNKMR1,"Unknown Soviet ship cruise, Dec 1966-Feb 1967",,,,
1521,UNKMR10,,launch cruise,SU,1970-10-01 00:00:00,1971-02-01 00:00:00,UNKMR10,"Unknown Soviet ship cruise, Oct 1970-Feb 1971",,,,
1522,UNKMR11,,launch cruise,SU,1971-05-01 00:00:00,1971-07-01 00:00:00,UNKMR11,"Unknown Soviet ship cruise, May-Jul 1971",,,,
1523,UNKMR2,M9170,launch point,,,,UNKO  M9170,Unknown Soviet cruise meteo launch site,,,,
1524,UNKMR2,M9173,launch point,,,,UNKO  M9173,Unknown Soviet cruise meteo launch site,,,,
1525,UNKMR2,M9174,launch point,,,,UNKO  M9174,Unknown Soviet cruise meteo launch site,,,,
1526,UNKMR2,M9175,launch point,,,,UNKO  M9175,Unknown Soviet cruise meteo launch site,,,,
1527,UNKMR2,M9176,launch point,,,,UNKO  M9176,Unknown Soviet cruise meteo launch site,,,,
1528,UNKMR2,M9177,launch point,,,,UNKO  M9177,Unknown Soviet cruise meteo launch site,,,,
1529,UNKMR2,M9178,launch point,,,,UNKO  M9178,Unknown Soviet cruise meteo launch site,,,,
1530,UNKMR2,M9179,launch point,,,,UNKO  M9179,Unknown Soviet cruise meteo launch site,,,,
1531,UNKMR2,M9180,launch point,,,,UNKO  M9180,Unknown Soviet cruise meteo launch site,,,,
1532,UNKMR2,M9181,launch point,,,,UNKO  M9181,Unknown Soviet cruise meteo launch site,,,,
1533,UNKMR2,M9182,launch point,,,,UNKO  M9182,Unknown Soviet cruise meteo launch site,,,,
1534,UNKMR2,M9183,launch point,,,,UNKO  M9183,Unknown Soviet cruise meteo launch site,,,,
1535,UNKMR2,M9184,launch point,,,,UNKO  M9184,Unknown Soviet cruise meteo launch site,,,,
1536,UNKMR2,M9185,launch point,,,,UNKO  M9185,Unknown Soviet cruise meteo launch site,,,,
1537,UNKMR2,M9186,launch point,,,,UNKO  M9186,Unknown Soviet cruise meteo launch site,,,,
1538,UNKMR2,M9187,launch point,,,,UNKO  M9187,Unknown Soviet cruise meteo launch site,,,,
1539,UNKMR2,M9188,launch point,,,,UNKO  M9188,Unknown Soviet cruise meteo launch site,,,,
1540,UNKMR2,M9189,launch point,,,,UNKO  M9189,Unknown Soviet cruise meteo launch site,,,,
1541,UNKMR2,M9190,launch point,,,,UNKO  M9190,Unknown Soviet cruise meteo launch site,,,,
1542,UNKMR2,M9191,launch point,,,,UNKO  M9191,Unknown Soviet cruise meteo launch site,,,,
1543,UNKMR2,M9192,launch point,,,,UNKO  M9192,Unknown Soviet cruise meteo launch site,,,,
1544,UNKMR2,M9193,launch point,,,,UNKO  M9193,Unknown Soviet cruise meteo launch site,,,,
1545,UNKMR2,M9194,launch point,,,,UNKO  M9194,Unknown Soviet cruise meteo launch site,,,,
1546,UNKMR2,M9195,launch point,,,,UNKO  M9195,Unknown Soviet cruise meteo launch site,,,,
1547,UNKMR2,M9196,launch point,,,,UNKO  M9196,Unknown Soviet cruise meteo launch site,,,,
1548,UNKMR2,M9197,launch point,,,,UNKO  M9197,Unknown Soviet cruise meteo launch site,,,,
1549,UNKMR2,M9198,launch point,,,,UNKO  M9198,Unknown Soviet cruise meteo launch site,,,,
1550,UNKMR2,M9199,launch point,,,,UNKO  M9199,Unknown Soviet cruise meteo launch site,,,,
1551,UNKMR2,M9200,launch point,,,,UNKO  M9200,Unknown Soviet cruise meteo launch site,,,,
1552,UNKMR2,M9207,launch point,,,,UNKO  M9207,Unknown Soviet cruise meteo launch site,,,,
1553,UNKMR2,M9208,launch point,,,,UNKO  M9208,Unknown Soviet cruise meteo launch site,,,,
1554,UNKMR2,M9209,launch point,,,,UNKO  M9209,Unknown Soviet cruise meteo launch site,,,,
1555,UNKMR2,M9210,launch point,,,,UNKO  M9210,Unknown Soviet cruise meteo launch site,,,,
1556,UNKMR2,,launch cruise,SU,1966-12-01 00:00:00,1967-02-01 00:00:00,UNKMR2,"Unknown Soviet ship cruise, Dec 1966-Feb 1967",,,,
1557,UNKMR3,M9132,launch point,,,,UNKO  M9132,Unknown Soviet cruise meteo launch site,,,,
1558,UNKMR3,M9135,launch point,,,,UNKO  M9135,Unknown Soviet cruise meteo launch site,,,,
1559,UNKMR3,M9136,launch point,,,,UNKO  M9136,Unknown Soviet cruise meteo launch site,,,,
1560,UNKMR3,M9161,launch point,,,,UNKO  M9161,Unknown Soviet cruise meteo launch site,,,,
1561,UNKMR3,M9162,launch point,,,,UNKO  M9162,Unknown Soviet cruise meteo launch site,,,,
1562,UNKMR3,M9163,launch point,,,,UNKO  M9163,Unknown Soviet cruise meteo launch site,,,,
1563,UNKMR3,M9164,launch point,,,,UNKO  M9164,Unknown Soviet cruise meteo launch site,,,,
1564,UNKMR3,M9165,launch point,,,,UNKO  M9165,Unknown Soviet cruise meteo launch site,,,,
1565,UNKMR3,M9166,launch point,,,,UNKO  M9166,Unknown Soviet cruise meteo launch site,,,,
1566,UNKMR3,M9167,launch point,,,,UNKO  M9167,Unknown Soviet cruise meteo launch site,,,,
1567,UNKMR3,M9168,launch point,,,,UNKO  M9168,Unknown Soviet cruise meteo launch site,,,,
1568,UNKMR3,M9171,launch point,,,,UNKO  M9171,Unknown Soviet cruise meteo launch site,,,,
1569,UNKMR3,M9172,launch point,,,,UNKO  M9172,Unknown Soviet cruise meteo launch site,,,,
1570,UNKMR3,,launch cruise,SU,1968-07-01 00:00:00,1968-09-01 00:00:00,UNKMR3,"Unknown Soviet ship cruise, Jul-Sep 1968",,,,
1571,UNKMR4,M9120,launch point,,,,UNKO  M9120,Unknown Soviet cruise meteo launch site,,,,
1572,UNKMR4,M9121,launch point,,,,UNKO  M9121,Unknown Soviet cruise meteo launch site,,,,
1573,UNKMR4,M9122,launch point,,,,UNKO  M9122,Unknown Soviet cruise meteo launch site,,,,
1574,UNKMR4,M9123,launch point,,,,UNKO  M9123,Unknown Soviet cruise meteo launch site,,,,
1575,UNKMR4,M9124,launch point,,,,UNKO  M9124,Unknown Soviet cruise meteo launch site,,,,
1576,UNKMR4,M9125,launch point,,,,UNKO  M9125,Unknown Soviet cruise meteo launch site,,,,
1577,UNKMR4,M9126,launch point,,,,UNKO  M9126,Unknown Soviet cruise meteo launch site,,,,
1578,UNKMR4,M9127,launch point,,,,UNKO  M9127,Unknown Soviet cruise meteo launch site,,,,
1579,UNKMR4,M9128,launch point,,,,UNKO  M9128,Unknown Soviet cruise meteo launch site,,,,
1580,UNKMR4,M9133,launch point,,,,UNKO  M9133,Unknown Soviet cruise meteo launch site,,,,
1581,UNKMR4,M9135,launch point,,,,UNKO  M9135,Unknown Soviet cruise meteo launch site  - see also UNKMR3,,,,
1582,UNKMR4,M9138,launch point,,,,UNKO  M9138,Unknown Soviet cruise meteo launch site 1969,,,,
1583,UNKMR4,M9166,launch point,,,,UNKO  M9166,Unknown Soviet cruise meteo launch site  - see also UNKMR3,,,,
1584,UNKMR4,M9201,launch point,,,,UNKO  M9201,Unknown Soviet cruise meteo launch site,,,,
1585,UNKMR4,M9202,launch point,,,,UNKO  M9202,Unknown Soviet cruise meteo launch site,,,,
1586,UNKMR4,M9203,launch point,,,,UNKO  M9203,Unknown Soviet cruise meteo launch site,,,,
1587,UNKMR4,M9204,launch point,,,,UNKO  M9204,Unknown Soviet cruise meteo launch site,,,,
1588,UNKMR4,M9205,launch point,,,,UNKO  M9205,Unknown Soviet cruise meteo launch site,,,,
1589,UNKMR4,M9206,launch point,,,,UNKO  M9206,Unknown Soviet cruise meteo launch site,,,,
1590,UNKMR4,,launch cruise,SU,1969-01-01 00:00:00,1969-02-01 00:00:00,UNKMR4,"Unknown Soviet ship cruise, Jan 1969",,,,
1591,UNKMR5,M9127,launch point,,,,UNKO  M9127,Unknown Soviet cruise meteo launch site see also UNKMR4,,,,
1592,UNKMR5,M9128,launch point,,,,UNKO  M9128,Unknown Soviet cruise meteo launch site see also UNKMR4,,,,
1593,UNKMR5,M9129,launch point,,,,UNKO  M9129,Unknown Soviet cruise meteo launch site,,,,
1594,UNKMR5,M9130,launch point,,,,UNKO  M9130,Unknown Soviet cruise meteo launch site,,,,
1595,UNKMR5,M9131,launch point,,,,UNKO  M9131,Unknown Soviet cruise meteo launch site,,,,
1596,UNKMR5,M9132,launch point,,,,UNKO  M9132,Unknown Soviet cruise meteo launch site see also UNKMR3,,,,
1597,UNKMR5,M9133,launch point,,,,UNKO  M9133,Unknown Soviet cruise meteo launch site see also UNKMR4,,,,
1598,UNKMR5,M9134,launch point,,,,UNKO  M9134,Unknown Soviet cruise meteo launch site,,,,
1599,UNKMR5,M9135,launch point,,,,UNKO  M9135,Unknown Soviet cruise meteo launch site see also UNKMR3,,,,
1600,UNKMR5,M9136,launch point,,,,UNKO  M9136,Unknown Soviet cruise meteo launch site see also UNKMR3,,,,
1601,UNKMR5,M9137,launch point,,,,UNKO  M9137,Unknown Soviet cruise meteo launch site,,,,
1602,UNKMR5,M9138,launch point,,,,UNKO  M9138,Unknown Soviet cruise meteo launch site 1969 - see also UNKMR4,,,,
1603,UNKMR5,M9139,launch point,,,,UNKO  M9139,Unknown Soviet cruise meteo launch site,,,,
1604,UNKMR5,M9140,launch point,,,,UNKO  M9140,Unknown Soviet cruise meteo launch site,,,,
1605,UNKMR5,M9141,launch point,,,,UNKO  M9141,Unknown Soviet cruise meteo launch site,,,,
1606,UNKMR5,M9142,launch point,,,,UNKO  M9142,Unknown Soviet cruise meteo launch site,,,,
1607,UNKMR5,M9143,launch point,,,,UNKO  M9143,Unknown Soviet cruise meteo launch site,,,,
1608,UNKMR5,M9144,launch point,,,,UNKO  M9144,Unknown Soviet cruise meteo launch site,,,,
1609,UNKMR5,M9145,launch point,,,,UNKO  M9145,Unknown Soviet cruise meteo launch site,,,,
1610,UNKMR5,M9146,launch point,,,,UNKO  M9146,Unknown Soviet cruise meteo launch site,,,,
1611,UNKMR5,M9147,launch point,,,,UNKO  M9147,Unknown Soviet cruise meteo launch site,,,,
1612,UNKMR5,M9148,launch point,,,,UNKO  M9148,Unknown Soviet cruise meteo launch site,,,,
1613,UNKMR5,M9149,launch point,,,,UNKO  M9149,Unknown Soviet cruise meteo launch site,,,,
1614,UNKMR5,M9150,launch point,,,,UNKO  M9150,Unknown Soviet cruise meteo launch site,,,,
1615,UNKMR5,M9151,launch point,,,,UNKO  M9151,Unknown Soviet cruise meteo launch site,,,,
1616,UNKMR5,M9152,launch point,,,,UNKO  M9152,Unknown Soviet cruise meteo launch site,,,,
1617,UNKMR5,M9153,launch point,,,,UNKO  M9153,Unknown Soviet cruise meteo launch site,,,,
1618,UNKMR5,,launch cruise,SU,1969-05-01 00:00:00,1969-07-01 00:00:00,UNKMR5,"Unknown Soviet ship cruise, May-Jun 1969",,,,
1619,UNKMR6,M9133,launch point,,,,UNKO  M9133,Unknown Soviet cruise meteo launch site see also UNKMR4/UNKMR5,,,,
1620,UNKMR6,M9137,launch point,,,,UNKO  M9137,Unknown Soviet cruise meteo launch site see also UNKMR5,,,,
1621,UNKMR6,M9145,launch point,,,,UNKO  M9145,Unknown Soviet cruise meteo launch site see also UNKMR5,,,,
1622,UNKMR6,,launch cruise,SU,1969-09-01 00:00:00,1969-10-01 00:00:00,UNKMR6,"Unknown Soviet ship cruise, Sep-Oct 1969",,,,
1623,UNKMR7,,launch cruise,SU,1970-01-01 00:00:00,1970-02-01 00:00:00,UNKMR7,"Unknown Soviet ship cruise, Jan-Feb 1970",,,,
1624,UNKMR8,,launch cruise,SU,1970-03-01 00:00:00,1970-04-01 00:00:00,UNKMR8,"Unknown Soviet ship cruise, Mar-Apr 1970",,,,
1625,UNKMR9,,launch cruise,SU,1970-06-01 00:00:00,1970-07-01 00:00:00,UNKMR9,"Unknown Soviet ship cruise, Jun-Jul 1970",,,,
1626,UNKPL,,launch zone,SU,,,UNKPL -,Unknown Soviet/Russian submarine launch area,,,,
1627,UNKV2,,launch site,DR,,,UNKV2 -,"Unknown V2 WWII launch site, Europe",,6,50,2.5
1628,URDA,,launch site,SU,1957-01-01 00:00:00,1957-01-01 00:00:00,Urda,"Tactical launch site, Urda, Kazakhstan",,47.48,48.76,.05
1629,URUM,,launch site,CN,,,URLM,"Korla Missile Test Center, Launch site near Urumqi, China",,87.6,43.8,2
1630,USC,,launch site,J,2003-10-01 00:00:00,,USC   -,"Uchinoura Space Center, Kagoshima (formerly Kagoshima)",,131.079,31.25,.001
1631,USHA76A,,launch cruise,SU,1976-04-01 00:00:00,1976-06-01 00:00:00,Ushakov 76,Ushakov cruise 1976,,,,
1632,USHA76B,,launch cruise,SU,1976-08-01 00:00:00,1976-10-01 00:00:00,Ushakov 76,Ushakov cruise 1976,,,,
1633,USHA77A,,launch cruise,SU,1977-04-01 00:00:00,1977-06-01 00:00:00,Ushakov 77,Ushakov cruise 1977,,,,
1634,USHA77B,,launch cruise,SU,1977-07-01 00:00:00,1977-09-01 00:00:00,Ushakov 77,Ushakov cruise 1977,,,,
1635,USHA78A,,launch cruise,SU,1978-02-01 00:00:00,1978-02-01 00:00:00,Ushakov 78,Ushakov cruise 1978,,,,
1636,USHA78B,,launch cruise,SU,1978-04-01 00:00:00,1978-04-01 00:00:00,Ushakov 78,Ushakov cruise 1978,,,,
1637,USHA79A,,launch cruise,SU,1979-11-01 00:00:00,1979-12-01 00:00:00,Ushakov 79,Ushakov cruise 1979,,,,
1638,USHA80A,,launch cruise,SU,1980-03-01 00:00:00,1980-03-01 00:00:00,Ushakov 80,Ushakov cruise 1980,,,,
1639,USHA86A,,launch cruise,SU,1986-09-01 00:00:00,1986-09-01 00:00:00,Ushakov 86,Ushakov cruise 1986,,,,
1640,USHA87A,,launch cruise,SU,1987-11-01 00:00:00,1987-12-01 00:00:00,Ushakov 87,Ushakov cruise 1987,,,,
1641,USHA88A,,launch cruise,SU,1988-02-01 00:00:00,1988-03-01 00:00:00,Ushakov 88,Ushakov cruise 1988,,,,
1642,USHA88B,,launch cruise,SU,1988-05-01 00:00:00,1988-06-01 00:00:00,Ushakov 88,Ushakov cruise 1988,,,,
1643,USHA88C,,launch cruise,SU,1988-08-01 00:00:00,1988-09-01 00:00:00,Ushakov 88,Ushakov cruise 1988,,,,
1644,USHA89A,,launch cruise,SU,1989-10-01 00:00:00,1989-10-01 00:00:00,Ushakov 89,Ushakov cruise 1989,,,,
1645,USHA90A,,launch cruise,SU,1990-01-01 00:00:00,1990-01-01 00:00:00,Ushakov 90,Ushakov cruise 1990,,,,
1646,UZHUR,,launch site,SU,1960-01-01 00:00:00,1990-01-01 00:00:00,UZHUR,"Uzhur missile site, Russia",,90.253,55.2075,.01
1647,V,394A1,launch point,,1962-09-28 00:00:00,1963-12-20 00:00:00,V     394A1,"Silo 394-A1, Vandenberg AFB",,-120.574,34.842,.005
1648,V,394A2,launch point,,1962-09-28 00:00:00,1963-12-20 00:00:00,V     394A2,"Silo 394-A2, Vandenberg AFB",,-120.5699,34.8427,.005
1649,V,394A3,launch point,,1962-09-28 00:00:00,1963-12-20 00:00:00,V     394A3,"Silo 394-A3, Vandenberg AFB",,-120.5968,34.8567,.005
1650,V,394A4,launch point,,1962-09-28 00:00:00,1963-12-20 00:00:00,V     394A4,"Silo 394-A4, Vandenberg AFB",,-120.5984,34.8592,.005
1651,V,394A5,launch point,,1962-09-28 00:00:00,1963-12-20 00:00:00,V     394A5,"Silo 394-A5, Vandenberg AFB",,-120.622,34.8811,.005
1652,V,394A6,launch point,,1962-09-28 00:00:00,1963-12-20 00:00:00,V     394A6,"Silo 394-A6, Vandenberg AFB",,-120.6212,34.8847,.005
1653,V,394A7,launch point,,1962-09-28 00:00:00,1963-12-20 00:00:00,V     394A7,"Silo 394-A7, Vandenberg AFB",,-120.5862,34.8468,.005
1654,V,395-A1,launch point,,1961-09-23 00:00:00,1965-03-05 00:00:00,V     395-A1,"Silo 395-A1, Vandenberg AFB",,-120.5348,34.8016,.005
1655,V,395-A2,launch point,,1961-09-23 00:00:00,1965-03-05 00:00:00,V     395-A2,"Silo 395-A2, Vandenberg AFB",,-120.5373,34.8003,.005
1656,V,395-A3,launch point,,1961-09-23 00:00:00,1965-03-05 00:00:00,V     395-A3,"Silo 395-A3, Vandenberg AFB",,-120.5365,34.8023,.005
1657,V,395-B,launch point,,1964-02-17 00:00:00,1969-05-20 00:00:00,V     395-B,"Silo 395-B, Vandenberg AFB",,-120.5992,34.7783,.005
1658,V,395-C,launch point,,1963-02-16 00:00:00,1976-06-27 00:00:00,V     395-C,"Silo 395-C, Vandenberg AFB",,-120.5898,34.7304,.005
1659,V,395-D,launch point,,1963-05-13 00:00:00,1966-04-05 00:00:00,V     395-D,"Silo 395-D, Vandenberg AFB",,-120.5846,34.703,.005
1660,V,4300B6,launch point,,1965-01-19 00:00:00,1967-02-08 00:00:00,V     4300B6,"Complex 4300-B6, Vandenberg AFB",,-120.6172,34.7612,.05
1661,V,4300C,launch point,,1963-12-01 00:00:00,1967-02-01 00:00:00,V     4300C,"Complex 4300C, Vandenberg AFB",,-120.6085,34.7667,.005
1662,V,576A1,launch point,,1959-09-09 00:00:00,1965-03-26 00:00:00,V     576A1,"Complex 576-A1, Vandenberg AFB",,-120.593,34.7741,.005
1663,V,576A2,launch point,,1959-09-09 00:00:00,1965-03-26 00:00:00,V     576A2,"Complex 576-A2, Vandenberg AFB",,-120.5886,34.774,.005
1664,V,576A3,launch point,,1959-09-09 00:00:00,1965-03-26 00:00:00,V     576A3,"Complex 576-A3, Vandenberg AFB",,-120.5919,34.7783,.005
1665,V,576B1,launch point,,1960-04-22 00:00:00,1965-05-06 00:00:00,V     576B1,"Complex 576-B1, Vandenberg AFB",,-120.587,34.7896,.005
1666,V,576B2,launch point,,1960-04-22 00:00:00,1965-05-06 00:00:00,V     576B2,"Complex 576-B2, Vandenberg AFB",,-120.5829,34.7868,.005
1667,V,576B3,launch point,,1960-04-22 00:00:00,1965-05-06 00:00:00,V     576B3,"Complex 576-B3, Vandenberg AFB",,-120.5865,34.7893,.005
1668,V,576C,launch point,,1963-07-03 00:00:00,1963-09-25 00:00:00,V     576C,"Complex 576-C, Vandenberg AFB",,-120.5745,34.8051,.005
1669,V,576D,launch point,,1963-03-16 00:00:00,1964-08-31 00:00:00,V     576D,"Complex 576-D, Vandenberg AFB",,-120.5471,34.8167,.005
1670,V,576E,launch point,,1962-08-01 00:00:00,,V     576E,"Complex 576-E, Vandenberg AFB",,-120.6123,34.7372,.005
1671,V,576F,launch point,,1963-08-24 00:00:00,1964-08-27 00:00:00,V     576F,"Complex 576-F, Vandenberg AFB",,-120.5797,34.7937,.005
1672,V,576G,launch point,,1963-10-04 00:00:00,1965-01-08 00:00:00,V     576G,"Complex 576-G, Vandenberg AFB",,-120.5511,34.8192,.005
1673,V,75-1-1,launch point,,1958-12-16 00:00:00,1966-06-24 00:00:00,V     75-1-1,"Complex 75-1, Pad 1, Vandenberg AFB",,-120.6106,34.7468,.005
1674,V,75-1-2,launch point,,1959-09-17 00:00:00,1966-02-09 00:00:00,V     75-1-2,"Complex 75-1, Pad 2, Vandenberg AFB",,-120.6155,34.7523,.005
1675,V,75-2-6,launch point,,1959-06-16 00:00:00,1959-08-14 00:00:00,V     75-2-6,"Complex 75-2, Pad 6, Vandenberg AFB",,-120.6172,34.7612,.05
1676,V,75-2-7,launch point,,1960-06-22 00:00:00,1961-06-20 00:00:00,V     75-2-7,"Complex 75-2, Pad 7, Vandenberg AFB",,-120.6139,34.7592,.05
1677,V,75-2-8,launch point,,1959-04-16 00:00:00,1960-12-13 00:00:00,V     75-2-8,"Complex 75-2, Pad 8, Vandenberg AFB",,-120.6147,34.7633,.005
1678,V,75-3-4,launch point,,1959-01-21 00:00:00,1966-03-09 00:00:00,V     75-3-4,"Complex 75-3, Pad 4, Vandenberg AFB",,-120.6237,34.755,.005
1679,V,75-3-5,launch point,,1959-06-25 00:00:00,1966-06-21 00:00:00,V     75-3-5,"Complex 75-3, Pad 5, Vandenberg AFB",,-120.6188,34.7523,.005
1680,V,ABRESA1,launch point,,1965-06-08 00:00:00,1971-04-05 00:00:00,V     ABRESA1,"Complex ABRES-A, Pad 1, Vandenberg AFB",,-120.593,34.7741,.005
1681,V,ABRESA2,launch point,,1965-08-05 00:00:00,1969-03-18 00:00:00,V     ABRESA2,"Complex ABRES-A, Pad 2, Vandenberg AFB",,-120.5886,34.774,.005
1682,V,ABRESA3,launch point,,1965-06-10 00:00:00,1971-06-29 00:00:00,V     ABRESA3,"Complex ABRES-A, Pad 3, Vandenberg AFB",,-120.5919,34.7783,.005
1683,V,ABRESB1,launch point,,1965-07-01 00:00:00,1966-06-10 00:00:00,V     ABRESB1,"Complex ABRES-B, Pad 1, Vandenberg AFB",,-120.587,34.7896,.005
1684,V,ABRESB2,launch point,,1965-06-03 00:00:00,1967-11-07 00:00:00,V     ABRESB2,"Complex ABRES-B, Pad 2, Vandenberg AFB",,-120.5829,34.7868,.005
1685,V,ABRESB3,launch point,,1965-05-28 00:00:00,1967-10-11 00:00:00,V     ABRESB3,"Complex ABRES-B, Pad 3, Vandenberg AFB",,-120.5865,34.7893,.005
1686,V,BMRSA1,launch point,,1971-09-01 00:00:00,1974-09-08 00:00:00,V     BMRSA1,"Complex BMRS-A, Pad 1, Vandenberg AFB",,-120.593,34.7741,.005
1687,V,BMRSA2,launch point,,1971-08-07 00:00:00,1971-08-07 00:00:00,V     BMRSA2,"Complex BMRS-A, Pad 2, Vandenberg AFB",,-120.5886,34.774,.005
1688,V,BMRSA3,launch point,,1973-08-29 00:00:00,1989-10-05 00:00:00,V     BMRSA3,"Complex BMRS-A, Pad 3, Vandenberg AFB",,-120.5919,34.7783,.005
1689,V,BOM-1,launch point,,,,V     BOM-1,"BOMARC launcher 1, Vandenberg AFB",,,,
1690,V,BOM-2,launch point,,,,V     BOM-2,"BOMARC launcher 2, Vandenberg AFB",,,,
1691,V,BOM1,launch point,,1966-01-01 00:00:00,1982-01-01 00:00:00,V     BOM1,"BOMARC Complex 1, Vandenberg AFB",,-120.5911,34.7961,.005
1692,V,BOM2,launch point,,1966-01-01 00:00:00,1982-01-01 00:00:00,V     BOM2,"BOMARC Complex 2, Vandenberg AFB",,-120.5911,34.7982,.005
1693,V,HP-06,launch point,,,,V     HP-06,"HP-06 GLCM launcher, Vandenberg AFB",,-120.6,34.8,.1
1694,V,LE-6,launch point,,1967-06-29 00:00:00,1967-10-11 00:00:00,V     LE-6,"Launch Emplacement 6, Vandenberg AFB",,-120.6172,34.7612,.05
1695,V,LE-7,launch point,,1961-09-06 00:00:00,1962-03-19 00:00:00,V     LE-7,"Launch Emplacement 7, Vandenberg AFB",,-120.6139,34.7592,.05
1696,V,LE-8,launch point,,1961-12-06 00:00:00,1962-06-19 00:00:00,V     LE-8,"Launch Emplacement 8, Vandenberg AFB",,-120.6147,34.7633,.005
1697,V,LF02,launch point,,1964-01-16 00:00:00,,V     LF02,"Launch Facility 02, Vandenberg AFB",,-120.574,34.842,.005
1698,V,LF03,launch point,,1964-01-29 00:00:00,,V     LF03,"Launch Facility 03, Vandenberg AFB",,-120.5699,34.8427,.005
1699,V,LF04,launch point,,1964-01-23 00:00:00,,V     LF04,"Launch Facility 04, Vandenberg AFB",,-120.5968,34.8567,.005
1700,V,LF05,launch point,,1964-02-29 00:00:00,,V     LF05,"Launch Facility 05, Vandenberg AFB",,-120.5984,34.8592,.005
1701,V,LF06,launch point,,1964-02-11 00:00:00,,V     LF06,"Launch Facility 06, Vandenberg AFB",,-120.622,34.8811,.005
1702,V,LF07,launch point,,1964-01-10 00:00:00,1987-11-09 00:00:00,V     LF07,"Launch Facility 07, Vandenberg AFB","Vandenberg AFB, California",-120.6212,34.8847,.005
1703,V,LF08,launch point,,1964-08-21 00:00:00,1991-06-11 00:00:00,V     LF08,"Launch Facility 08, Vandenberg AFB",,-120.5862,34.8468,.005
1704,V,LF08/Rail,launch point,,1994-02-04 00:00:00,1994-02-04 00:00:00,V     LF08/Rail,"Launch Facility 08 (Rail), Vandenberg AFB",,-120.586,34.847,.009
1705,V,LF09,launch point,,1964-06-29 00:00:00,,V     LF09,"Launch Facility 09, Vandenberg AFB",,-120.622,34.8777,.005
1706,V,LF10,launch point,,1987-07-12 00:00:00,,V     LF10,"Launch Facility 10, Vandenberg AFB",,-120.6057,34.8715,.02
1707,V,LF21,launch point,,1965-08-18 00:00:00,1980-03-27 00:00:00,V     LF21,"Launch Facility 21, Vandenberg AFB",,-120.5821,34.8578,.005
1708,V,LF22,launch point,,1965-10-06 00:00:00,1975-12-17 00:00:00,V     LF22,"Launch Facility 22, Vandenberg AFB  (=LF10?)",,-120.5829,34.8468,.005
1709,V,LF23,launch point,,1966-08-26 00:00:00,1966-08-26 00:00:00,V     LF23,"Launch Facility 23, Vandenberg AFB",,-120.5862,34.8523,.005
1710,V,LF24,launch point,,1965-12-15 00:00:00,1971-05-18 00:00:00,V     LF24,"Launch Facility 24, Vandenberg AFB",,-120.5903,34.8537,.005
1711,V,LF25,launch point,,1966-02-16 00:00:00,1976-03-06 00:00:00,V     LF25,"Launch Facility 25, Vandenberg AFB",,-120.6172,34.8811,.005
1712,V,LF26,launch point,,1966-01-18 00:00:00,,V     LF26,"Launch Facility 26, Vandenberg AFB",,-120.6237,34.8879,.005
1713,V,LF7632,launch point,,,,V     LF7632,"Launch Facility 7632, Vandenberg AFB",,,,
1714,V,OSTF,launch point,,1960-12-03 00:00:00,1963-07-26 00:00:00,V     OSTF,"Operational Silo Test Facility, Vandenberg AFB",,-120.58,34.79,.02
1715,V,OSTF1,launch point,,1960-12-03 00:00:00,1963-07-26 00:00:00,V     OSTF1,"Operational Silo Test Facility 1, Vandenberg AFB",,-120.5797,34.7937,.005
1716,V,OSTF2,launch point,,1962-08-10 00:00:00,1963-12-18 00:00:00,V     OSTF2,"Operational Silo Test Facility 2, Vandenberg AFB",,-120.5511,34.8192,.005
1717,V,RW30,launch point,,1990-01-01 00:00:00,,V     RW30,"RW30,    Vandenberg AFB, California",,-120.5658,34.7321,.005
1718,V,RW30/12,launch point,,1990-01-01 00:00:00,,V     RW30/12,"RW30/12, Vandenberg AFB, California",,-120.5658,34.7321,.005
1719,V,SLC10E,launch point,,1968-05-23 00:00:00,1968-05-23 00:00:00,V     SLC10E,"Space Launch Complex 10-East, Vandenberg AFB",,-120.6139,34.7592,.05
1720,V,SLC10W,launch point,,1968-05-23 00:00:00,1980-07-15 00:00:00,V     SLC10W,"Space Launch Complex 10-West, Vandenberg AFB",,-120.6172,34.7612,.05
